cnv_feature,f_score,p_value
cnv_depth__IBNLCO_02079__Major__CDS__promoter,1.94914222955717,0.1640928980035407
cnv_depth__IBNLCO_05572__sn-glycerol-3-phosphate__CDS__promoter,1.9458399423766162,0.1644489766937396
cnv_depth__IBNLCO_05285__Tautomerase__CDS,1.9415040037669713,0.16491786174219097
cnv_depth__IBNLCO_01821__gnl|Bakta|IBNLCO_01821__CDS__promoter,1.9380867909868262,0.16528848008924704
cnv_depth__IBNLCO_04438__Porin__CDS__promoter,1.937798678079751,0.16531977152876817
cnv_depth__IBNLCO_01087__waaE__gene,1.9351682575570766,0.16560577230017717
cnv_depth__IBNLCO_00298__IBNLCO_00298__gene__promoter,1.932350376798626,0.1659127871416373
cnv_depth__IBNLCO_05160__IBNLCO_05160__gene,1.9314340878823102,0.16601276010902197
cnv_depth__IBNLCO_02753__IBNLCO_02753__gene,1.9312544479955134,0.16603236809555413
cnv_depth__IBNLCO_00130__Bacteriophage__CDS,1.9309639138577048,0.16606408601295702
cnv_depth__IBNLCO_04479__IBNLCO_04479__gene__promoter,1.9306812249519714,0.16609495415319983
cnv_depth__IBNLCO_03568__IBNLCO_03568__gene,1.9285040404892344,0.16633291269899045
cnv_depth__IBNLCO_03292__IBNLCO_03292__gene,1.9284642166281198,0.16633726895968612
cnv_depth__IBNLCO_02694__IBNLCO_02694__gene__promoter,1.9272951082392913,0.166465214181518
cnv_depth__IBNLCO_00316__IBNLCO_00316__gene__promoter,1.9254637194724695,0.16666586610201528
cnv_depth__IBNLCO_04891__IBNLCO_04891__gene__promoter,1.9227820050770095,0.1669601847729605
cnv_depth__IBNLCO_05075__DUF2306__CDS,1.9219865355724657,0.16704760279817324
cnv_depth__IBNLCO_02738__IBNLCO_02738__gene,1.9195503355709091,0.16731565690870187
cnv_depth__IBNLCO_04286__hypothetical__CDS__promoter,1.9190366835962216,0.16737223706870552
cnv_depth__IBNLCO_02592__Bifunctional__CDS,1.9174857512715135,0.1675432103063316
cnv_depth__IBNLCO_05081__type__CDS__promoter,1.9162846744617252,0.16767575411062954
cnv_depth__IBNLCO_04273__IBNLCO_04273__gene,1.9147632648821191,0.16784382149071028
cnv_depth__IBNLCO_00209__Ectoine__CDS__promoter,1.9142435405068123,0.16790127899559507
cnv_depth__IBNLCO_00467__IBNLCO_00467__gene,1.9129571144032287,0.16804359583180703
cnv_depth__IBNLCO_01419__Peptidase__CDS,1.9127483588606797,0.16806670349064187
cnv_depth__IBNLCO_01063__IBNLCO_01063__gene,1.9125673793509408,0.16808673951734376
cnv_depth__IBNLCO_03641__Biotin__CDS__promoter,1.9122960744997695,0.16811678051375675
cnv_depth__IBNLCO_01727__IBNLCO_01727__gene__promoter,1.912108480233314,0.1681375560387547
cnv_depth__IBNLCO_02368__IBNLCO_02368__gene,1.9099477331741672,0.16837706608313183
cnv_depth__IBNLCO_02491__D-methionine__CDS__promoter,1.9081558174544004,0.168575991112991
cnv_depth__IBNLCO_01322__Phosphate__CDS,1.906737071621596,0.168733681882633
cnv_depth__IBNLCO_00448__O-acetyl-ADP-ribose__CDS,1.9042831340348991,0.16900683397609306
cnv_depth__IBNLCO_04153__IBNLCO_04153__gene__promoter,1.9029879775290044,0.16915120576088322
cnv_depth__IBNLCO_03778__coiA__gene,1.9024945424872985,0.16920624665488693
cnv_depth__IBNLCO_01515__lysR__gene__promoter,1.899998957553373,0.16948493689095256
cnv_depth__IBNLCO_01188__IBNLCO_01188__gene__promoter,1.899822520153769,0.16950466027984837
cnv_depth__IBNLCO_05183__IBNLCO_05183__gene__promoter,1.8975765596502474,0.16975596085562
cnv_depth__IBNLCO_05247__hypothetical__CDS__promoter,1.8865049482541314,0.1710010679169287
cnv_depth__IBNLCO_04068__Phosphonopyruvate__CDS,1.8854757328902356,0.1711173478001961
cnv_depth__IBNLCO_05547__Cyclopropane-fatty-acyl-phospholipid__CDS,1.8837239742981124,0.171315470161285
cnv_depth__IBNLCO_05113__hypothetical__CDS,1.8827681007486046,0.17142369040331915
cnv_depth__IBNLCO_05448__IBNLCO_05448__gene__promoter,1.8824301163464057,0.17146197457266515
cnv_depth__IBNLCO_00264__flgN__gene__promoter,1.8816762299669592,0.17154740439983815
cnv_depth__IBNLCO_03153__thiS__gene__promoter,1.8780038721664483,0.17196425740935967
cnv_depth__IBNLCO_03789__Aldehyde__CDS,1.8765343374680792,0.1721313937483738
cnv_depth__IBNLCO_04874__Flagellar__CDS__promoter,1.8757400880053439,0.17222180525967226
cnv_depth__IBNLCO_04545__hypothetical__CDS__promoter,1.8744314228729788,0.17237089387878773
cnv_depth__IBNLCO_01226__IBNLCO_01226__gene__promoter,1.873357769739421,0.1724933204172352
cnv_depth__IBNLCO_05790__gerE__gene__promoter,1.867811502682206,0.17312735442299718
cnv_depth__IBNLCO_00305__IBNLCO_00305__gene,1.863051423250531,0.17367366486312522
cnv_depth__IBNLCO_01122__gnl|Bakta|IBNLCO_01122__CDS__promoter,1.8610248220625352,0.17390686171575068
cnv_depth__IBNLCO_04420__Baeyer-Villiger__CDS,1.8600735481697428,0.17401644787127513
cnv_depth__IBNLCO_02749__Cell__CDS,1.858513335301229,0.1741963565930396
cnv_depth__IBNLCO_05110__IBNLCO_05110__gene__promoter,1.8579554620394383,0.17426073743855103
cnv_depth__IBNLCO_01149__IBNLCO_01149__gene,1.8576967227518977,0.17429060635999652
cnv_depth__IBNLCO_04921__DUF2827__CDS,1.8570305474836781,0.17436753707422414
cnv_depth__IBNLCO_01351__PAAR__CDS,1.8555432850820532,0.17453942987914214
cnv_depth__IBNLCO_01402__IBNLCO_01402__gene,1.8511036811076416,0.1750537132865099
cnv_depth__IBNLCO_02900__IBNLCO_02900__gene,1.8499815093734249,0.17518398345183067
cnv_depth__IBNLCO_05514__Glutamine--fructose-6-phosphate__CDS__promoter,1.8496595399967584,0.17522138082762537
cnv_depth__IBNLCO_00469__ABC__CDS__promoter,1.8487267712756108,0.17532977599290825
cnv_depth__IBNLCO_02422__IBNLCO_02422__gene,1.848462235721582,0.17536053127983592
cnv_depth__IBNLCO_00557__hypothetical__CDS__promoter,1.847205541204466,0.17550672185317334
cnv_depth__IBNLCO_03608__hypothetical__CDS,1.8450542668599592,0.17575730647753524
cnv_depth__IBNLCO_00803__Ferric__CDS,1.8447064962692883,0.17579785441126658
cnv_depth__IBNLCO_05471__Proline__CDS,1.8421913105914416,0.17609143289096743
cnv_depth__IBNLCO_00136__IBNLCO_00136__gene__promoter,1.8398272989585716,0.17636788445893808
cnv_depth__IBNLCO_01230__hypothetical__CDS,1.83908383824451,0.17645493006463808
cnv_depth__IBNLCO_00424__IBNLCO_00424__gene__promoter,1.839051400591222,0.1764587290530719
cnv_depth__IBNLCO_01784__IBNLCO_01784__gene,1.8380254013540998,0.17657893960022905
cnv_depth__IBNLCO_04337__IBNLCO_04337__gene,1.8373137858097661,0.17666237138534258
cnv_depth__IBNLCO_02239__gnl|Bakta|IBNLCO_02239__CDS,1.8367340943330845,0.176730369833169
cnv_depth__IBNLCO_04301__IBNLCO_04301__gene,1.8364479682526493,0.1767639439311741
cnv_depth__IBNLCO_02210__Cysteine--tRNA__CDS__promoter,1.834638967329972,0.17697638390864448
cnv_depth__IBNLCO_00164__brnT__gene__promoter,1.833476345795042,0.17711307274938604
cnv_depth__IBNLCO_04532__IBNLCO_04532__gene__promoter,1.8320532753527174,0.17728054926101497
cnv_depth__IBNLCO_05475__IBNLCO_05475__gene,1.8309187209404145,0.1774142029772988
cnv_depth__IBNLCO_03961__Bcr/CflA__CDS__promoter,1.8285045940751412,0.17769898343133933
cnv_depth__IBNLCO_02843__4-hydroxybenzoate__CDS__promoter,1.8265159535369808,0.1779339705178472
cnv_depth__IBNLCO_04421__IBNLCO_04421__gene__promoter,1.8246236447496986,0.1781579097544869
cnv_depth__IBNLCO_03788__Delta(1)-pyrroline-2-carboxylate__CDS__promoter,1.8245089209879901,0.17817149689332332
cnv_depth__IBNLCO_04674__IBNLCO_04674__gene,1.8232579386022492,0.17831973329354053
cnv_depth__IBNLCO_05106__hrpB1__gene__promoter,1.8228220879435615,0.1783714135017067
cnv_depth__IBNLCO_04461__IBNLCO_04461__gene__promoter,1.8211563806616278,0.17856908214803044
cnv_depth__IBNLCO_04902__D-erythronate__CDS,1.819179858399939,0.17880396535105678
cnv_depth__IBNLCO_02959__gnl|Bakta|IBNLCO_02959__CDS,1.8188012492306989,0.17884899894554313
cnv_depth__IBNLCO_02106__IBNLCO_02106__gene,1.8167869983052525,0.17908880537521218
cnv_depth__IBNLCO_01046__Endoribonuclease__CDS__promoter,1.8161974866646307,0.1791590603065559
cnv_depth__IBNLCO_01337__gnl|Bakta|IBNLCO_01337__CDS,1.8153861807318508,0.1792557999224613
cnv_depth__IBNLCO_03662__IBNLCO_03662__gene__promoter,1.8151790202212879,0.17928051134508555
cnv_depth__IBNLCO_02357__IBNLCO_02357__gene__promoter,1.815125634185829,0.17928688021258446
cnv_depth__IBNLCO_05343__DUF883__CDS,1.8132094688003764,0.1795156498991084
cnv_depth__IBNLCO_04377__GTP__CDS,1.8123241578351488,0.17962146120219072
cnv_depth__IBNLCO_00595__IBNLCO_00595__gene,1.8120085496874128,0.17965919984386805
cnv_depth__IBNLCO_00123__hypothetical__CDS,1.810985079313528,0.17978164410783662
cnv_depth__IBNLCO_03593__IBNLCO_03593__gene,1.8109167997257236,0.17978981628155932
cnv_depth__IBNLCO_02387__DUF2214__CDS__promoter,1.8103614538243211,0.17985629997333083
cnv_depth__IBNLCO_04879__gnl|Bakta|IBNLCO_04879__CDS__promoter,1.8077953507950673,0.18016387470340245
cnv_depth__IBNLCO_00151__hypothetical__CDS__promoter,1.8072664287205151,0.180227347671509
cnv_depth__IBNLCO_00611__IBNLCO_00611__gene__promoter,1.8070691896683475,0.18025102388212672
cnv_depth__IBNLCO_00438__IBNLCO_00438__gene,1.8056100788034997,0.1804262853004578
cnv_depth__IBNLCO_04979__Type__CDS,1.8053169845935348,0.18046151428588839
cnv_depth__IBNLCO_01419__IBNLCO_01419__gene__promoter,1.8036081127042956,0.18066707467621457
cnv_depth__IBNLCO_04156__IBNLCO_04156__gene__promoter,1.8035861086235803,0.1806697233259595
cnv_depth__IBNLCO_00131__IBNLCO_00131__gene__promoter,1.8033800276305108,0.18069453166255883
cnv_depth__IBNLCO_03769__IBNLCO_03769__gene__promoter,1.8032001793642132,0.18071618530430053
cnv_depth__IBNLCO_05430__IBNLCO_05430__gene,1.8023765472073243,0.18081538880012696
cnv_depth__IBNLCO_00612__IBNLCO_00612__gene__promoter,1.7981305673671253,0.18132780849130176
cnv_depth__IBNLCO_02701__IBNLCO_02701__gene__promoter,1.7975274719905128,0.18140072919673159
cnv_depth__IBNLCO_04635__IBNLCO_04635__gene__promoter,1.7971389664353523,0.18144772177329574
cnv_depth__IBNLCO_04579__IBNLCO_04579__gene__promoter,1.7965232926538681,0.18152222103865734
cnv_depth__IBNLCO_05460__IBNLCO_05460__gene__promoter,1.7942366273482373,0.18179922974943286
cnv_depth__IBNLCO_03902__VOC__CDS,1.7916956878805113,0.18210761923700763
cnv_depth__IBNLCO_03348__VRR-NUC__CDS__promoter,1.79147092355544,0.1821349278275695
cnv_depth__IBNLCO_04892__Tir__CDS,1.79146377452075,0.18213579650483114
cnv_depth__IBNLCO_02483__TM2__CDS,1.78873701181456,0.18246747706603253
cnv_depth__IBNLCO_00336__IBNLCO_00336__gene,1.7852496039537824,0.182892708144554
cnv_depth__IBNLCO_04826__IBNLCO_04826__gene__promoter,1.7850158708910033,0.18292124926533923
cnv_depth__IBNLCO_00764__Peptidase__CDS__promoter,1.7836309327947653,0.1830904704975161
cnv_depth__IBNLCO_04205__Transcriptional__CDS,1.7827974081964244,0.18319240423283553
cnv_depth__IBNLCO_02721__gnl|Bakta|IBNLCO_02721__CDS__promoter,1.7825378184098564,0.18322416360725977
cnv_depth__IBNLCO_02353__IBNLCO_02353__gene,1.778588721409493,0.18370810656173284
cnv_depth__IBNLCO_05018__type__CDS,1.7756958735497401,0.18406355752996484
cnv_depth__IBNLCO_00779__Threonylcarbamoyl-AMP__CDS,1.7756700324390364,0.18406673630164494
cnv_depth__IBNLCO_02438__Molybdenum__CDS,1.7749878390147231,0.18415067758306639
cnv_depth__IBNLCO_00341__hypothetical__CDS__promoter,1.7738452767877422,0.18429136556168063
cnv_depth__IBNLCO_05483__CDF__CDS__promoter,1.773574581866842,0.18432471562125657
cnv_depth__IBNLCO_05706__hypothetical__CDS__promoter,1.773238551556114,0.18436612490771911
cnv_depth__IBNLCO_01229__IBNLCO_01229__gene__promoter,1.7712635027102959,0.1846097313497734
cnv_depth__IBNLCO_02574__minC__gene,1.7709080005163644,0.18465361958685825
cnv_depth__IBNLCO_04462__Oxalate__CDS,1.7698529664821516,0.1847839396959494
cnv_depth__IBNLCO_02688__HTH__CDS__promoter,1.767086020974676,0.18512622929526842
cnv_depth__IBNLCO_04922__IBNLCO_04922__gene__promoter,1.7652402990582896,0.18535496910497
cnv_depth__IBNLCO_04234__Di-heme__CDS__promoter,1.763481140291642,0.18557328847917348
cnv_depth__IBNLCO_03953__IBNLCO_03953__gene__promoter,1.7620562000110433,0.18575035009837257
cnv_depth__IBNLCO_05785__IBNLCO_05785__gene__promoter,1.7617907981359513,0.1857833504644744
cnv_depth__IBNLCO_05179__IBNLCO_05179__gene,1.7584303749081787,0.18620178234361895
cnv_depth__IBNLCO_04761__IBNLCO_04761__gene__promoter,1.7552392456895642,0.18660015411554756
cnv_depth__IBNLCO_03492__Chromate__CDS,1.7549979886120375,0.18663031247444012
cnv_depth__IBNLCO_03117__IBNLCO_03117__gene__promoter,1.7517788496173574,0.18703326706726162
cnv_depth__IBNLCO_00830__IBNLCO_00830__gene__promoter,1.7510377017621819,0.18712618402556289
cnv_depth__IBNLCO_05851__hypothetical__CDS__promoter,1.7509794094513464,0.18713349436360802
cnv_depth__IBNLCO_00999__ABC__CDS__promoter,1.7471996200493594,0.18760822516147552
cnv_depth__IBNLCO_04994__type__CDS__promoter,1.7449268969108414,0.18789435105244004
cnv_depth__IBNLCO_03765__IBNLCO_03765__gene,1.7445845445871897,0.18793749595314768
cnv_depth__IBNLCO_05222__IBNLCO_05222__gene__promoter,1.7429763790976003,0.18814031999809597
cnv_depth__IBNLCO_01528__bipA__gene__promoter,1.7429659919167142,0.18814163087617108
cnv_depth__IBNLCO_05744__IBNLCO_05744__gene,1.7399390571522437,0.188524090633159
cnv_depth__IBNLCO_05749__Cellulose__CDS,1.7399281019588615,0.1885254764978001
cnv_depth__IBNLCO_01740__hypothetical__CDS__promoter,1.7398997305243458,0.18852906562434477
cnv_depth__IBNLCO_05062__IBNLCO_05062__gene__promoter,1.7369415371805565,0.1889037311886693
cnv_depth__IBNLCO_05563__RHS__CDS,1.7363044225352071,0.18898453808129456
cnv_depth__IBNLCO_02432__Signal__CDS,1.734622519953269,0.18919805272588525
cnv_depth__IBNLCO_04822__IBNLCO_04822__gene__promoter,1.7323588302482398,0.18948587056248115
cnv_depth__IBNLCO_05279__Phosphatidic__CDS,1.7277967520581452,0.19006747851758293
cnv_depth__IBNLCO_04366__IBNLCO_04366__gene,1.727741123586347,0.19007458335486355
cnv_depth__IBNLCO_05776__Cholesterol__CDS__promoter,1.7277395113994836,0.1900747892671097
cnv_depth__IBNLCO_03848__hypothetical__CDS,1.7274942825595208,0.1901061135088523
cnv_depth__IBNLCO_00451__Malonyl-[acyl-carrier__CDS,1.7269392576646445,0.19017703182062673
cnv_depth__IBNLCO_00251__Burkholderia__ncRNA,1.7267508792555992,0.19020110892359096
cnv_depth__IBNLCO_02807__Isochorismate__CDS__promoter,1.7251173178083201,0.19041004833394304
cnv_depth__IBNLCO_04360__IBNLCO_04360__gene,1.7247748908193732,0.190453880306388
cnv_depth__IBNLCO_05272__IBNLCO_05272__gene,1.7240673619197877,0.19054448421585532
cnv_depth__IBNLCO_02141__hypothetical__CDS__promoter,1.7209208397421134,0.19094803069110966
cnv_depth__IBNLCO_04642__IBNLCO_04642__gene__promoter,1.7205777503316002,0.19099209304022094
cnv_depth__IBNLCO_00162__Terminase__CDS,1.7195299841626839,0.19112672960199184
cnv_depth__IBNLCO_01223__IBNLCO_01223__gene__promoter,1.7190040005944813,0.19119435977182533
cnv_depth__IBNLCO_05377__hypothetical__CDS__promoter,1.717413654522145,0.1913990149290549
cnv_depth__IBNLCO_04274__IBNLCO_04274__gene__promoter,1.716845617282253,0.19147217562733268
cnv_depth__IBNLCO_02365__IBNLCO_02365__gene__promoter,1.7167428229215052,0.1914854185955785
cnv_depth__IBNLCO_04846__IBNLCO_04846__gene,1.716483786615735,0.19151879493689616
cnv_depth__IBNLCO_03775__metN__gene__promoter,1.7149230789536665,0.19172003375080618
cnv_depth__IBNLCO_01186__PIN__CDS,1.713433589881128,0.19191232109988743
cnv_depth__IBNLCO_00564__IBNLCO_00564__gene,1.7117074807935642,0.1921354384834873
cnv_depth__IBNLCO_05323__IBNLCO_05323__gene__promoter,1.7114212643949755,0.19217246433337093
cnv_depth__IBNLCO_03783__IBNLCO_03783__gene__promoter,1.7102772695337305,0.19232053878817953
cnv_depth__IBNLCO_04928__IBNLCO_04928__gene__promoter,1.710071219701491,0.19234722335248536
cnv_depth__IBNLCO_00562__IBNLCO_00562__gene__promoter,1.7063451651733494,0.1928305186717618
cnv_depth__IBNLCO_00161__IBNLCO_00161__gene__promoter,1.704836988685449,0.19302654517937984
cnv_depth__IBNLCO_00537__RNA__CDS__promoter,1.704483865431323,0.19307247649486464
cnv_depth__IBNLCO_02952__hypothetical__CDS,1.7019403816287524,0.19340369126552712
cnv_depth__IBNLCO_04286__IBNLCO_04286__gene,1.70185677837024,0.19341458948844936
cnv_depth__IBNLCO_03291__IBNLCO_03291__gene__promoter,1.6996087384224854,0.19370790682319067
cnv_depth__IBNLCO_00300__IBNLCO_00300__gene__promoter,1.6980454031905592,0.19391219429695936
cnv_depth__IBNLCO_00468__IBNLCO_00468__gene__promoter,1.6950903852451513,0.1942990311345465
cnv_depth__IBNLCO_05090__IBNLCO_05090__gene__promoter,1.6950023869952653,0.19431056475850159
cnv_depth__IBNLCO_02045__Two-component__CDS,1.6944894671073545,0.1943778074096187
cnv_depth__IBNLCO_04487__Major__CDS__promoter,1.6942382454776965,0.19441075198991944
cnv_depth__IBNLCO_01629__IBNLCO_01629__gene__promoter,1.6939043871843205,0.19445454350183064
cnv_depth__IBNLCO_00134__IBNLCO_00134__gene,1.6915668749485622,0.19476147548624823
cnv_depth__IBNLCO_00140__Phage__CDS,1.6912352625748428,0.19480506470236075
cnv_depth__IBNLCO_00924__IBNLCO_00924__gene,1.6906498227104578,0.19488204662568376
cnv_depth__IBNLCO_04500__Polyketide__CDS,1.6903585457164405,0.1949203611851791
cnv_depth__IBNLCO_01036__IBNLCO_01036__gene__promoter,1.690072502401891,0.19495799593402596
cnv_depth__IBNLCO_04368__hypothetical__CDS__promoter,1.6878657128306154,0.19524863113486463
cnv_depth__IBNLCO_05349__Enoyl__CDS,1.6876311251496534,0.19527955641644879
cnv_depth__IBNLCO_00752__Lipid__CDS__promoter,1.6875800236344847,0.1952862938041292
cnv_depth__IBNLCO_01163__IBNLCO_01163__gene,1.68726498122344,0.1953278360500163
cnv_depth__IBNLCO_01299__DNA__CDS,1.68551406585862,0.19555890560475397
cnv_depth__IBNLCO_04750__IBNLCO_04750__gene,1.6850683852730264,0.19561777376547093
cnv_depth__IBNLCO_04975__gnl|Bakta|IBNLCO_04975__CDS__promoter,1.6835894319349864,0.19581327234061108
cnv_depth__IBNLCO_05228__Spermidine__CDS__promoter,1.683138921414576,0.19587286973644016
cnv_depth__IBNLCO_05379__IBNLCO_05379__gene,1.682534162580342,0.1959529060105283
cnv_depth__IBNLCO_02540__IBNLCO_02540__gene,1.6820804436128174,0.19601297833589415
cnv_depth__IBNLCO_05191__fimV__gene__promoter,1.6805956374154125,0.19620971815937843
cnv_depth__IBNLCO_03854__IBNLCO_03854__gene,1.6791652513801336,0.19639946721981774
cnv_depth__IBNLCO_00143__IBNLCO_00143__gene,1.6783515480034934,0.19650750619531562
cnv_depth__IBNLCO_04075__HTH__CDS,1.6776074490002515,0.19660636479415017
cnv_depth__IBNLCO_04587__IBNLCO_04587__gene__promoter,1.6762345999959773,0.19678891094506146
cnv_depth__IBNLCO_00486__IBNLCO_00486__gene__promoter,1.6751394263857533,0.19693467816166282
cnv_depth__IBNLCO_00709__IBNLCO_00709__gene__promoter,1.6750423826986292,0.19694760077860704
cnv_depth__IBNLCO_05192__IBNLCO_05192__gene,1.6748232184854002,0.19697678899428536
cnv_depth__IBNLCO_00758__Insertion__CDS__promoter,1.673513549543471,0.19715131657491805
cnv_depth__IBNLCO_04668__Mutator__CDS__promoter,1.6722106626471513,0.19732512128475926
cnv_depth__IBNLCO_02583__Thioredoxin__CDS,1.6715351350093355,0.1974153075744899
cnv_depth__IBNLCO_05840__Squalene--hopene__CDS__promoter,1.6695819484172352,0.19767634122843097
cnv_depth__IBNLCO_00717__IBNLCO_00717__gene,1.6682704661165848,0.19785184272925335
cnv_depth__IBNLCO_05716__IBNLCO_05716__gene__promoter,1.6644786917904064,0.19836028977048306
cnv_depth__IBNLCO_04917__hypothetical__CDS__promoter,1.6640873394359352,0.19841285475196743
cnv_depth__IBNLCO_04248__Trans-feruloyl-CoA__CDS__promoter,1.6617900116537294,0.19872175490329622
cnv_depth__IBNLCO_03815__rrf__gene__promoter,1.660660044927301,0.1988738991847932
cnv_depth__IBNLCO_04863__IBNLCO_04863__gene__promoter,1.660657516211861,0.19887423981765268
cnv_depth__IBNLCO_05437__HlyD__CDS__promoter,1.6605601770469602,0.19888735249986308
cnv_depth__IBNLCO_00147__Gp5/Type__CDS,1.6601684948756574,0.1989401268187869
cnv_depth__IBNLCO_03644__IBNLCO_03644__gene,1.658997259016076,0.1990980349966195
cnv_depth__IBNLCO_00530__IBNLCO_00530__gene__promoter,1.656492083767011,0.19943628442313707
cnv_depth__IBNLCO_04171__Porin__CDS,1.656450806687388,0.19944186334557826
cnv_depth__IBNLCO_02388__IBNLCO_02388__gene,1.6549368577847208,0.19964661288255406
cnv_depth__IBNLCO_05348__Transport-related__CDS__promoter,1.6535575495686898,0.19983336951661818
cnv_depth__IBNLCO_05235__DUF2946__CDS__promoter,1.6534543589333703,0.1998473496971342
cnv_depth__IBNLCO_01363__hypothetical__CDS__promoter,1.6534301144506331,0.19985063448689655
cnv_depth__IBNLCO_04952__IBNLCO_04952__gene__promoter,1.6513117932161867,0.20013788394493182
cnv_depth__IBNLCO_04158__5-carboxymethyl-2-hydroxymuconate__CDS,1.6511992244648357,0.20015316218453694
cnv_depth__IBNLCO_00426__IBNLCO_00426__gene,1.6506032159934994,0.20023407758855014
cnv_depth__IBNLCO_05151__IBNLCO_05151__gene__promoter,1.6505156123923328,0.20024597410186548
cnv_depth__IBNLCO_05187__IBNLCO_05187__gene__promoter,1.6492793455409178,0.20041394745752186
cnv_depth__IBNLCO_00132__Zinc__CDS,1.6492740849805445,0.2004146625731614
cnv_depth__IBNLCO_01042__Acetylpolyamine__CDS__promoter,1.6449269098542745,0.20100664603349616
cnv_depth__IBNLCO_05362__Tryptophan--tRNA__CDS__promoter,1.6441852009805331,0.2011078557587999
cnv_depth__IBNLCO_00569__Tyr__CDS__promoter,1.643154583574818,0.20124858850372196
cnv_depth__IBNLCO_01962__IBNLCO_01962__gene,1.6406519768664845,0.20159080928665635
cnv_depth__IBNLCO_02364__GST__CDS__promoter,1.6384811406534672,0.2018882195894321
cnv_depth__IBNLCO_00579__tcdB__gene__promoter,1.6382962438797997,0.20191357492125603
cnv_depth__IBNLCO_02727__IBNLCO_02727__gene,1.6363029143559307,0.20218716436369574
cnv_depth__IBNLCO_05107__IBNLCO_05107__gene__promoter,1.6361043311922836,0.20221444442224226
cnv_depth__IBNLCO_03980__IBNLCO_03980__gene,1.636097117573308,0.20221543546412227
cnv_depth__IBNLCO_00621__IBNLCO_00621__gene__promoter,1.634026786960017,0.20250010527056445
cnv_depth__IBNLCO_01173__IBNLCO_01173__gene,1.6330852178479058,0.2026297276588429
cnv_depth__IBNLCO_01853__HTH__CDS,1.6324152757838415,0.20272201596105327
cnv_depth__IBNLCO_00699__IBNLCO_00699__gene,1.6322651978031453,0.20274269687340668
cnv_depth__IBNLCO_05378__Acetolactate__CDS__promoter,1.6317053071932093,0.20281987247006636
cnv_depth__IBNLCO_05651__IBNLCO_05651__gene__promoter,1.6311852827257534,0.2028915840615469
cnv_depth__IBNLCO_04037__High-affinity__CDS,1.628883617632367,0.20320934546289224
cnv_depth__IBNLCO_02306__hypothetical__CDS,1.6287753446799857,0.20322430783323103
cnv_depth__IBNLCO_05267__IBNLCO_05267__gene,1.6248953736329903,0.2037613481980901
cnv_depth__IBNLCO_00919__N-acetylneuraminate__CDS__promoter,1.6219969307742244,0.20416362947084882
cnv_depth__IBNLCO_02424__3-oxoacyl-[acyl-carrier-protein]__CDS__promoter,1.6212598392949027,0.20426608212840963
cnv_depth__IBNLCO_05573__araP__gene__promoter,1.6211345890119038,0.20428349745621172
cnv_depth__IBNLCO_04609__DUF1275__CDS__promoter,1.6199217403740758,0.20445222814162006
cnv_depth__IBNLCO_04454__IBNLCO_04454__gene__promoter,1.6188610024575045,0.20459993276613833
cnv_depth__IBNLCO_04458__IBNLCO_04458__gene__promoter,1.618573526087144,0.2046399847947357
cnv_depth__IBNLCO_00885__Coenzyme__CDS,1.61834268165594,0.20467215343123463
cnv_depth__IBNLCO_00157__IBNLCO_00157__gene__promoter,1.6181760648263757,0.20469537554856185
cnv_depth__IBNLCO_02168__hypothetical__CDS,1.6180895903094619,0.2047074291125064
cnv_depth__IBNLCO_05525__terC__gene__promoter,1.6176319547610138,0.20477123231963748
cnv_depth__IBNLCO_03734__davT__gene__promoter,1.6174937628327746,0.2047905035716246
cnv_depth__IBNLCO_00377__IBNLCO_00377__gene,1.616119691148793,0.20498223880843783
cnv_depth__IBNLCO_02211__IBNLCO_02211__gene__promoter,1.6159480616954918,0.20500620259880398
cnv_depth__IBNLCO_04381__bpsR__gene__promoter,1.6158692422263692,0.20501720889360325
cnv_depth__IBNLCO_00511__Acetyltransferase__CDS,1.6154311359182882,0.2050783985265442
cnv_depth__IBNLCO_00930__Cobalamin__CDS__promoter,1.6146660585846508,0.2051853076634219
cnv_depth__IBNLCO_03623__ImpA__CDS,1.6108164066973558,0.20572424871052652
cnv_depth__IBNLCO_02740__nrdR__gene__promoter,1.6104794258419328,0.20577150505677202
cnv_depth__IBNLCO_01454__UTP--glucose-1-phosphate__CDS__promoter,1.6104519608078558,0.20577535717032072
cnv_depth__IBNLCO_02557__IBNLCO_02557__gene,1.6103112238181287,0.205795097606649
cnv_depth__IBNLCO_00631__IBNLCO_00631__gene__promoter,1.6087978047347498,0.2060075190648516
cnv_depth__IBNLCO_03987__tssJ__gene,1.6085770681234106,0.20603852310499107
cnv_depth__IBNLCO_01203__IBNLCO_01203__gene,1.6044319434259715,0.2066217658647331
cnv_depth__IBNLCO_03694__IBNLCO_03694__gene__promoter,1.6008010803235835,0.20713426093328585
cnv_depth__IBNLCO_05420__IBNLCO_05420__gene__promoter,1.6003545388930531,0.207197394347577
cnv_depth__IBNLCO_01080__DNA__CDS__promoter,1.5993676020049659,0.20733701169607024
cnv_depth__IBNLCO_00864__IBNLCO_00864__gene__promoter,1.5958499428223054,0.20783554894243023
cnv_depth__IBNLCO_01420__IBNLCO_01420__gene__promoter,1.5958248298699131,0.20783911317426068
cnv_depth__IBNLCO_01456__DNA__CDS__promoter,1.5955370056027323,0.20787996869560346
cnv_depth__IBNLCO_02700__C4-dicarboxylate__CDS__promoter,1.5946193194146974,0.2080102944149193
