cnv_feature,spearman_r,p_value,p_value_adj,cohens_d,significant_fdr
cnv_depth__IBNLCO_03727__IBNLCO_03727__gene__promoter,0.38015935543479096,5.214667377054389e-09,,0.718246549476376,True
cnv_depth__IBNLCO_04831__IBNLCO_04831__gene__promoter,0.38015935543479096,5.214667377054389e-09,,0.5901440782925187,True
cnv_depth__IBNLCO_02761__IBNLCO_02761__gene,0.38015935543479096,5.214667377054389e-09,,0.49016400139451055,True
cnv_depth__IBNLCO_03327__IBNLCO_03327__gene__promoter,0.3800170802269186,5.289223794819205e-09,,0.6661000223139303,True
cnv_depth__IBNLCO_03161__Transposase__CDS,0.3800170802269186,5.289223794819205e-09,,0.5983820501485921,True
cnv_depth__IBNLCO_02551__ncS025__gene__promoter,0.37987480501904636,5.364809635409121e-09,,0.5290027462218057,True
cnv_depth__IBNLCO_03485__IBNLCO_03485__gene,0.37983652844260285,5.385322132204752e-09,,0.7651956117664004,True
cnv_depth__IBNLCO_00420__IBNLCO_00420__gene,0.379732529811174,5.441438586246214e-09,,0.808558411774391,True
cnv_depth__IBNLCO_01536__IBNLCO_01536__gene__promoter,-0.379732529811174,5.441438586246214e-09,,-0.47169909056223197,True
cnv_depth__IBNLCO_03134__IBNLCO_03134__gene__promoter,0.37959025460330176,5.519124509406042e-09,,0.7295240620864383,True
cnv_depth__IBNLCO_02294__ATP-dependent__CDS,-0.37959025460330176,5.519124509406042e-09,,-0.5894566900998764,True
cnv_depth__IBNLCO_03744__IBNLCO_03744__gene__promoter,0.37959025460330176,5.519124509406042e-09,,0.6375999499523205,True
cnv_depth__IBNLCO_00437__IBNLCO_00437__gene,0.37959025460330176,5.519124509406042e-09,,0.7769968504469582,True
cnv_depth__IBNLCO_02930__IBNLCO_02930__gene__promoter,0.37959025460330176,5.519124509406042e-09,,0.731472206934998,True
cnv_depth__IBNLCO_03256__IBNLCO_03256__gene,0.37959025460330176,5.519124509406042e-09,,0.8490846050014215,True
cnv_depth__IBNLCO_03379__IBNLCO_03379__gene,0.3794479793954294,5.597881443747803e-09,,0.8516762193989895,True
cnv_depth__IBNLCO_03330__fabG__gene,0.3794479793954294,5.597881443747803e-09,,0.05036225525108393,True
cnv_depth__IBNLCO_05759__IBNLCO_05759__gene,0.37930570418755716,5.677723607068051e-09,,0.8196780437525141,True
cnv_depth__IBNLCO_05682__SAF__CDS__promoter,0.37930570418755716,5.677723607068051e-09,,0.7912605172092567,True
cnv_depth__IBNLCO_00483__IBNLCO_00483__gene,0.37930570418755716,5.677723607068051e-09,,0.6011983131765625,True
cnv_depth__IBNLCO_04099__terpene__CDS,-0.37930570418755716,5.677723607068051e-09,,-0.7353994697915616,True
cnv_depth__IBNLCO_00291__IBNLCO_00291__gene,0.37916342897968486,5.758665398280546e-09,,0.8321396995400084,True
cnv_depth__IBNLCO_04385__IBNLCO_04385__gene,-0.37916342897968486,5.758665398280546e-09,,-0.7040165033905482,True
cnv_depth__IBNLCO_00376__IBNLCO_00376__gene,0.3790211537718125,5.84072139962051e-09,,0.6942897530945237,True
cnv_depth__IBNLCO_01685__Siroheme__CDS__promoter,-0.3788788785639402,5.923906378874804e-09,,-0.634247877979054,True
cnv_depth__IBNLCO_01827__psiF__gene,-0.3787366033560679,6.008235291637781e-09,,-0.03105298297844313,True
cnv_depth__IBNLCO_01311__IBNLCO_01311__gene__promoter,-0.3787366033560679,6.008235291637781e-09,,-0.4494517597265562,True
cnv_depth__IBNLCO_01985__Thymidylate__CDS,-0.3787366033560679,6.008235291637781e-09,,-0.8264529636718692,True
cnv_depth__IBNLCO_02162__trnE__gene__promoter,-0.3787366033560679,6.008235291637781e-09,,-0.5872647632719711,True
cnv_depth__IBNLCO_05461__Thymidine__CDS__promoter,0.3787366033560679,6.008235291637781e-09,,0.6471866576604394,True
cnv_depth__IBNLCO_00656__IBNLCO_00656__gene,0.3785943281481956,6.0937232835930224e-09,,0.6403191238080276,True
cnv_depth__IBNLCO_02968__IBNLCO_02968__gene,0.3785943281481956,6.0937232835930224e-09,,0.7631644000321145,True
cnv_depth__IBNLCO_02970__IBNLCO_02970__gene__promoter,0.3785943281481956,6.0937232835930224e-09,,0.766086946495148,True
cnv_depth__IBNLCO_02322__IBNLCO_02322__gene,-0.3785943281481956,6.0937232835930224e-09,,-0.6362981862538519,True
cnv_depth__IBNLCO_04881__hypothetical__CDS__promoter,0.37845205294032336,6.180385692821661e-09,,0.4409747664264337,True
cnv_depth__IBNLCO_02386__IBNLCO_02386__gene__promoter,-0.37845205294032336,6.180385692821661e-09,,-0.6638434925927228,True
cnv_depth__IBNLCO_02295__IBNLCO_02295__gene__promoter,0.37845205294032336,6.180385692821661e-09,,0.7798551135371978,True
cnv_depth__IBNLCO_02962__IBNLCO_02962__gene__promoter,0.378309777732451,6.26823805213727e-09,,0.6393840697104561,True
cnv_depth__IBNLCO_05205__Citrate__CDS,0.37816750252457876,6.3572960914476245e-09,,0.4675586344306573,True
cnv_depth__IBNLCO_03250__IBNLCO_03250__gene,0.37816750252457876,6.3572960914476245e-09,,0.621632921629153,True
cnv_depth__IBNLCO_03622__tssG__gene__promoter,0.3780252273167064,6.4475757401436646e-09,,0.7425600271711101,True
cnv_depth__IBNLCO_00059__IBNLCO_00059__gene,0.3780252273167064,6.4475757401436646e-09,,0.8472666348787381,True
cnv_depth__IBNLCO_03913__DUF2946__CDS__promoter,0.3780252273167064,6.4475757401436646e-09,,0.6624206401449589,True
cnv_depth__IBNLCO_03176__cyaY__gene__promoter,0.3778829521088341,6.539093129516024e-09,,0.7348408534215357,True
cnv_depth__IBNLCO_04706__uroporphyrinogen-III__CDS,-0.3777406769009618,6.631864595199265e-09,,-0.6447275978566542,True
cnv_depth__IBNLCO_04585__IBNLCO_04585__gene__promoter,-0.3777406769009618,6.631864595199265e-09,,-0.8007400286703855,True
cnv_depth__IBNLCO_00229__fliT__gene__promoter,0.3775984016930895,6.725906679644524e-09,,0.6943040305243522,True
cnv_depth__IBNLCO_01469__IBNLCO_01469__gene,-0.3775984016930895,6.725906679644524e-09,,-0.7306433620474848,True
cnv_depth__IBNLCO_03267__2-hydroxy-3-oxopropionate__CDS__promoter,0.3775984016930895,6.725906679644524e-09,,0.5690346926264526,True
cnv_depth__IBNLCO_03575__IBNLCO_03575__gene__promoter,0.3774561264852172,6.821236134620113e-09,,0.7707673902553664,True
cnv_depth__IBNLCO_02603__Riboflavin__CDS__promoter,-0.3774561264852172,6.821236134620113e-09,,-0.6872723555840611,True
cnv_depth__IBNLCO_02937__IBNLCO_02937__gene__promoter,0.3774561264852172,6.821236134620113e-09,,0.737690342986847,True
cnv_depth__IBNLCO_03126__Sec-independent__CDS__promoter,0.37731385127734496,6.91786992374111e-09,,0.7360567850703812,True
cnv_depth__IBNLCO_02517__IBNLCO_02517__gene,-0.37731385127734496,6.91786992374111e-09,,-0.7295189546774539,True
cnv_depth__IBNLCO_01788__IBNLCO_01788__gene__promoter,-0.3771715760694726,7.015825225028127e-09,,-0.023639880290246194,True
cnv_depth__IBNLCO_00029__flagellar__CDS__promoter,0.3770293008616003,7.115119433495177e-09,,0.566720620729517,True
cnv_depth__IBNLCO_05413__IBNLCO_05413__gene,0.3770293008616003,7.115119433495177e-09,,0.46677361400032596,True
cnv_depth__IBNLCO_01802__dhaK__gene,-0.37688702565372795,7.215770163766963e-09,,-0.03177811250608068,True
cnv_depth__IBNLCO_03187__dsbD__gene,0.37688702565372795,7.215770163766963e-09,,0.7919854665492986,True
cnv_depth__IBNLCO_00539__Lipopolysaccharide__CDS__promoter,0.37688702565372795,7.215770163766963e-09,,0.809753568108573,True
cnv_depth__IBNLCO_00027__fliM__gene__promoter,0.37688702565372795,7.215770163766963e-09,,0.8023562481768852,True
cnv_depth__IBNLCO_05123__MaoC__CDS__promoter,-0.3767447504458557,7.3177952527269025e-09,,-0.551587404062738,True
cnv_depth__IBNLCO_05013__SctT__CDS,-0.3767447504458557,7.3177952527269025e-09,,-0.750055493853992,True
cnv_depth__IBNLCO_02994__IBNLCO_02994__gene__promoter,0.3766024752379834,7.421212762195065e-09,,0.64076975928928,True
cnv_depth__IBNLCO_03958__IBNLCO_03958__gene,-0.3766024752379834,7.421212762195065e-09,,-0.6251013650808667,True
cnv_depth__IBNLCO_01130__Citrate-proton__CDS,-0.3766024752379834,7.421212762195065e-09,,-0.7185906614232733,True
cnv_depth__IBNLCO_00434__IBNLCO_00434__gene,0.3764602000301111,7.52604098163618e-09,,0.6562487959505408,True
cnv_depth__IBNLCO_02352__IBNLCO_02352__gene,-0.37617564961436656,7.740003862990324e-09,,-0.6465910993129838,True
cnv_depth__IBNLCO_03543__Type__CDS__promoter,0.37603337440649415,7.849176266870556e-09,,0.24418882822216037,True
cnv_depth__IBNLCO_03183__IBNLCO_03183__gene__promoter,0.37603337440649415,7.849176266870556e-09,,0.61662741952357,True
cnv_depth__IBNLCO_04774__gnl|Bakta|IBNLCO_04774__CDS,-0.37603337440649415,7.849176266870556e-09,,-0.5952767120629882,True
cnv_depth__IBNLCO_03450__3-hydroxybutyrate__CDS,0.3758910991986219,7.95983487029465e-09,,0.6866025140550097,True
cnv_depth__IBNLCO_04106__MurR/RpiR__CDS,-0.3758910991986219,7.95983487029465e-09,,-0.795270695674115,True
cnv_depth__IBNLCO_01138__RDD__CDS,-0.37574882399074955,8.071999142676527e-09,,-0.24435498006656148,True
cnv_depth__IBNLCO_00895__L-aspartate__CDS__promoter,0.3756065487828773,8.185688797987795e-09,,0.7217798033026932,True
cnv_depth__IBNLCO_02776__D-glycero-alpha-D-manno-heptose-1%2C7-bisphosphate__CDS,0.3756065487828773,8.185688797987795e-09,,0.6230563661291196,True
cnv_depth__IBNLCO_01884__Poly-beta-hydroxybutyrate__CDS__promoter,-0.3753219983671327,8.417724353705374e-09,,-0.6219479566189501,True
cnv_depth__IBNLCO_04453__IBNLCO_04453__gene,-0.3753219983671327,8.417724353705374e-09,,-0.8051740391240045,True
cnv_depth__IBNLCO_00325__Bile__CDS__promoter,0.3753219983671327,8.417724353705374e-09,,0.8327241824961091,True
cnv_depth__IBNLCO_03039__Phenylacetic__CDS__promoter,0.3753219983671327,8.417724353705374e-09,,0.7575729883881582,True
cnv_depth__IBNLCO_03385__Short-chain-fatty-acid--CoA__CDS__promoter,0.3753219983671327,8.417724353705374e-09,,0.5471879223650347,True
cnv_depth__IBNLCO_05816__Oxygen__CDS,0.3751797231592604,8.536110931406041e-09,,0.6719118744729082,True
cnv_depth__IBNLCO_01557__IBNLCO_01557__gene,-0.3751797231592604,8.536110931406041e-09,,-0.7949439617917572,True
cnv_depth__IBNLCO_03573__IBNLCO_03573__gene,0.3751797231592604,8.536110931406041e-09,,0.7849360828927215,True
cnv_depth__IBNLCO_00329__IBNLCO_00329__gene__promoter,0.3751797231592604,8.536110931406041e-09,,0.5166133750502411,True
cnv_depth__IBNLCO_04540__irlR__gene,-0.3751797231592604,8.536110931406041e-09,,-0.7976740088631913,True
cnv_depth__IBNLCO_04007__Membrane__CDS,0.3751797231592604,8.536110931406041e-09,,0.5845034587696014,True
cnv_depth__IBNLCO_01489__hypothetical__CDS,-0.3750374479513881,8.656104252658046e-09,,-0.7722060777773984,True
cnv_depth__IBNLCO_03981__hypothetical__CDS,0.3750374479513881,8.656104252658046e-09,,0.6543624461258788,True
cnv_depth__IBNLCO_03730__IBNLCO_03730__gene__promoter,-0.3750374479513881,8.656104252658046e-09,,-0.6641213390902561,True
cnv_depth__IBNLCO_05114__hypothetical__CDS,-0.37489517274351575,8.777725298884045e-09,,-0.650573305354154,True
cnv_depth__IBNLCO_05638__lysR__gene,0.37489517274351575,8.777725298884045e-09,,0.5471785086008492,True
cnv_depth__IBNLCO_04914__IBNLCO_04914__gene__promoter,0.37489517274351575,8.777725298884045e-09,,0.7416114189720369,True
cnv_depth__IBNLCO_05829__3-phenylpropionate-dihydrodiol/cinnamic__CDS__promoter,0.3747528975356435,8.900995314167332e-09,,0.7892401949714967,True
cnv_depth__IBNLCO_04539__irlS__gene,-0.37461062232777115,9.025935808390571e-09,,-0.6162609959351208,True
cnv_depth__IBNLCO_02138__IBNLCO_02138__gene__promoter,-0.37461062232777115,9.025935808390571e-09,,-0.6367384350048283,True
cnv_depth__IBNLCO_01074__IBNLCO_01074__gene,-0.37461062232777115,9.025935808390571e-09,,-0.4262356818026167,True
cnv_depth__IBNLCO_00444__Thiosulfate__CDS,0.37461062232777115,9.025935808390571e-09,,0.6266772352079997,True
cnv_depth__IBNLCO_00377__ABC__CDS__promoter,0.37461062232777115,9.025935808390571e-09,,0.5157090923855834,True
cnv_depth__IBNLCO_01477__IBNLCO_01477__gene,-0.37461062232777115,9.025935808390571e-09,,-0.3210235322877645,True
cnv_depth__IBNLCO_00221__flagellar__CDS,0.37461062232777115,9.025935808390571e-09,,0.5038990359891631,True
cnv_depth__IBNLCO_02077__IBNLCO_02077__gene,-0.3744683471198989,9.15256856040822e-09,,-0.6890057942002128,True
cnv_depth__IBNLCO_02926__Leucine--tRNA__CDS,0.3744683471198989,9.15256856040822e-09,,0.5531994460772833,True
cnv_depth__IBNLCO_03044__Ribulose-phosphate__CDS,0.3744683471198989,9.15256856040822e-09,,0.7734560968102512,True
cnv_depth__IBNLCO_03375__IBNLCO_03375__gene,0.3743260719120266,9.280915621257347e-09,,0.7422705857823598,True
cnv_depth__IBNLCO_00729__L-arginine-specific__CDS,0.37429746647037776,9.306929669419885e-09,,0.7160361523409049,True
cnv_depth__IBNLCO_01377__IBNLCO_01377__gene,-0.3741837967041543,9.410999317403146e-09,,-0.6457850974808667,True
cnv_depth__IBNLCO_04588__IBNLCO_04588__gene__promoter,-0.37404152149628195,9.542842254021529e-09,,-0.7804979702355406,True
cnv_depth__IBNLCO_03728__IBNLCO_03728__gene__promoter,0.37404152149628195,9.542842254021529e-09,,0.8291439210942926,True
cnv_depth__IBNLCO_00573__Dienelactone__CDS__promoter,0.37389924628840965,9.676467318319032e-09,,0.8034397403681961,True
cnv_depth__IBNLCO_02076__IBNLCO_02076__gene,-0.37389924628840965,9.676467318319032e-09,,-0.598026262176546,True
cnv_depth__IBNLCO_02290__pncC__gene__promoter,-0.37389924628840965,9.676467318319032e-09,,-0.7187665027140417,True
cnv_depth__IBNLCO_01554__IBNLCO_01554__gene,-0.37375697108053735,9.811897682890323e-09,,-0.8393090468773746,True
cnv_depth__IBNLCO_01452__histidine__CDS__promoter,-0.37375697108053735,9.811897682890323e-09,,-0.7374651589675263,True
cnv_depth__IBNLCO_04129__Winged__CDS,-0.3736146958726651,9.949156809113217e-09,,-0.6074765228480717,True
cnv_depth__IBNLCO_00428__Thioredoxin__CDS__promoter,0.3736146958726651,9.949156809113217e-09,,0.5645377121861654,True
cnv_depth__IBNLCO_01911__rlmD__gene,-0.37347242066479275,1.0088268450582593e-08,,-0.641870160777926,True
cnv_depth__IBNLCO_05156__IBNLCO_05156__gene,-0.3733301454569205,1.0229256656581924e-08,,-0.5798119735346672,True
cnv_depth__IBNLCO_02097__IBNLCO_02097__gene__promoter,-0.3731878702490482,1.037214577559552e-08,,-0.5854205171783032,True
cnv_depth__IBNLCO_03625__IBNLCO_03625__gene__promoter,0.3731878702490482,1.037214577559552e-08,,0.6922103783098117,True
cnv_depth__IBNLCO_04121__hypothetical__CDS,0.37290331983330355,1.066372566395093e-08,,0.4759681848813962,True
cnv_depth__IBNLCO_03119__IBNLCO_03119__gene,0.37290331983330355,1.066372566395093e-08,,0.7973852005435648,True
cnv_depth__IBNLCO_04051__Glycosyl__CDS,-0.37290331983330355,1.066372566395093e-08,,-0.6086232635852432,True
cnv_depth__IBNLCO_02350__sufC__gene,-0.37290331983330355,1.066372566395093e-08,,-0.6776095323751032,True
cnv_depth__IBNLCO_00190__Demethylrebeccamycin-D-glucose__CDS__promoter,0.37276104462543125,1.0812466658422416e-08,,0.6299704809663735,True
cnv_depth__IBNLCO_02666__Glucose-1-phosphate__CDS__promoter,0.37261876941755895,1.0963209023471229e-08,,0.6112064444013445,True
cnv_depth__IBNLCO_04706__uroporphyrinogen-III__CDS__promoter,-0.37261876941755895,1.0963209023471229e-08,,-0.7225934794278521,True
cnv_depth__IBNLCO_01400__hypothetical__CDS__promoter,-0.3724764942096867,1.1115978657653776e-08,,-0.7881203517618346,True
cnv_depth__IBNLCO_02107__Peptidase__CDS,-0.3721919437939421,1.1427704937016514e-08,,-0.5174836369626864,True
cnv_depth__IBNLCO_04463__mntH__gene__promoter,0.3720496685860697,1.1586715000112326e-08,,0.6547648166950509,True
cnv_depth__IBNLCO_00087__IBNLCO_00087__gene,0.3720496685860697,1.1586715000112326e-08,,0.805855780319098,True
cnv_depth__IBNLCO_05693__gnl|Bakta|IBNLCO_05693__CDS,0.3720496685860697,1.1586715000112326e-08,,0.6714733647798797,True
cnv_depth__IBNLCO_04498__IBNLCO_04498__gene__promoter,-0.3720496685860697,1.1586715000112326e-08,,-0.7219690020405864,True
cnv_depth__IBNLCO_05705__DNA__CDS__promoter,0.3720496685860697,1.1586715000112326e-08,,0.6953981557265198,True
cnv_depth__IBNLCO_00759__IS3__CDS__promoter,0.37199559121762027,1.1647711365777674e-08,,0.35001783901940753,True
cnv_depth__IBNLCO_02186__IBNLCO_02186__gene,-0.3719073933781974,1.1747859175896243e-08,,-0.5910380438030979,True
cnv_depth__IBNLCO_03704__IBNLCO_03704__gene,0.3719073933781974,1.1747859175896243e-08,,0.7526522440898797,True
cnv_depth__IBNLCO_01302__Hydroxyacylglutathione__CDS,-0.37176511817032515,1.1911165006895799e-08,,-0.6166479089535848,True
cnv_depth__IBNLCO_04537__IBNLCO_04537__gene__promoter,-0.37176511817032515,1.1911165006895799e-08,,-0.7057719903175259,True
cnv_depth__IBNLCO_03248__TetR/AcrR__CDS__promoter,0.37176511817032515,1.1911165006895799e-08,,0.530602392204405,True
cnv_depth__IBNLCO_05432__ABC3__CDS,0.37176511817032515,1.1911165006895799e-08,,0.5195061099894118,True
cnv_depth__IBNLCO_01405__IBNLCO_01405__gene,-0.3716228429624528,1.207666037616926e-08,,-0.610592673762083,True
cnv_depth__IBNLCO_04152__Thioester__CDS,-0.37148056775458055,1.2244373511318875e-08,,-0.7099021056489709,True
cnv_depth__IBNLCO_05002__bopA__gene,-0.37148056775458055,1.2244373511318875e-08,,-0.6228154859232022,True
cnv_depth__IBNLCO_02816__DNA__CDS,-0.37133829254670825,1.2414332988552024e-08,,-0.4281396976470731,True
cnv_depth__IBNLCO_03573__SnoaL-like__CDS__promoter,0.37133829254670825,1.2414332988552024e-08,,0.7310830384022561,True
cnv_depth__IBNLCO_04701__hypothetical__CDS__promoter,-0.3711960173388359,1.2586567736784705e-08,,-0.7245579990161476,True
cnv_depth__IBNLCO_04254__Transcriptional__CDS,-0.3710537421309636,1.2761107041792442e-08,,-0.7648044490977554,True
cnv_depth__IBNLCO_03255__Orotate__CDS__promoter,0.3709114669230913,1.2937980550407176e-08,,0.7345077433789815,True
cnv_depth__IBNLCO_04602__N-acetyltransferase__CDS,-0.3709114669230913,1.2937980550407176e-08,,-0.6461457427019716,True
cnv_depth__IBNLCO_04825__IBNLCO_04825__gene__promoter,0.370769191715219,1.3117218274760749e-08,,0.4747330703607575,True
cnv_depth__IBNLCO_05609__IBNLCO_05609__gene__promoter,0.37062691650734675,1.3298850596575961e-08,,0.5069359715767111,True
cnv_depth__IBNLCO_05264__DNA__CDS__promoter,0.37062691650734675,1.3298850596575961e-08,,0.6996002317874211,True
cnv_depth__IBNLCO_01447__IBNLCO_01447__gene,-0.3704846412994744,1.3482908271504951e-08,,-0.6819214770063703,True
cnv_depth__IBNLCO_04811__YeeE/YedE__CDS,-0.3704846412994744,1.3482908271504951e-08,,-0.3120416134354228,True
cnv_depth__IBNLCO_02183__GHMP__CDS__promoter,-0.37034236609160215,1.3669422433515971e-08,,-0.4652431943860771,True
cnv_depth__IBNLCO_04311__DUF1488__CDS,-0.37034236609160215,1.3669422433515971e-08,,-0.7747634213985857,True
cnv_depth__IBNLCO_03258__N-acetyl-gamma-glutamyl-phosphate__CDS__promoter,0.37034236609160215,1.3669422433515971e-08,,0.6613981161096482,True
cnv_depth__IBNLCO_04703__IBNLCO_04703__gene__promoter,-0.37034236609160215,1.3669422433515971e-08,,-0.7935825488286495,True
cnv_depth__IBNLCO_02950__Nicotinamide-nucleotide__CDS__promoter,0.37020009088372974,1.385842459932947e-08,,0.6366687669993581,True
cnv_depth__IBNLCO_00091__hypothetical__CDS__promoter,0.37020009088372974,1.385842459932947e-08,,0.4736627837413379,True
cnv_depth__IBNLCO_04938__Putative__CDS__promoter,-0.3700578156758575,1.4049946672902268e-08,,-0.46399595074101857,True
cnv_depth__IBNLCO_01897__IBNLCO_01897__gene__promoter,-0.3700578156758575,1.4049946672902268e-08,,-0.7296766414871801,True
cnv_depth__IBNLCO_04920__Tetratricopeptide__CDS__promoter,-0.3700578156758575,1.4049946672902268e-08,,-0.4034075440089152,True
cnv_depth__IBNLCO_03816__IBNLCO_03816__gene,0.3699155404679852,1.4244020949962698e-08,,0.4800489660879408,True
cnv_depth__IBNLCO_03278__Ribosomal__CDS,0.3699155404679852,1.4244020949962698e-08,,0.7409300393798964,True
cnv_depth__IBNLCO_00542__IBNLCO_00542__gene__promoter,0.3697732652601129,1.4440680122595696e-08,,0.5172165472053156,True
cnv_depth__IBNLCO_02546__gnl|Bakta|IBNLCO_02546__CDS__promoter,0.3697732652601129,1.4440680122595696e-08,,0.5193526369659737,True
cnv_depth__IBNLCO_04529__Branched-chain__CDS__promoter,0.3696309900522406,1.4639957283878017e-08,,0.15518911117208856,True
cnv_depth__IBNLCO_04314__Universal__CDS__promoter,-0.36948871484436835,1.4841885932565704e-08,,-0.6107786588053046,True
cnv_depth__IBNLCO_05018__bsaT__gene__promoter,-0.36948871484436835,1.4841885932565704e-08,,-0.5228241073176406,True
cnv_depth__IBNLCO_00349__IBNLCO_00349__gene__promoter,0.36948871484436835,1.4841885932565704e-08,,0.1527745812528655,True
cnv_depth__IBNLCO_02514__ssrA__gene__promoter,-0.36948871484436835,1.4841885932565704e-08,,-0.7835480424505626,True
cnv_depth__IBNLCO_01273__IBNLCO_01273__gene__promoter,-0.36948871484436835,1.4841885932565704e-08,,-0.5498868901872476,True
cnv_depth__IBNLCO_03759__IBNLCO_03759__gene__promoter,0.36948871484436835,1.4841885932565704e-08,,0.7914162659572418,True
cnv_depth__IBNLCO_00307__gnl|Bakta|IBNLCO_00307__CDS__promoter,0.369346439636496,1.5046499977833725e-08,,0.6624741443213372,True
cnv_depth__IBNLCO_00660__corC__gene,0.369346439636496,1.5046499977833725e-08,,0.5266820817440843,True
cnv_depth__IBNLCO_01414__IBNLCO_01414__gene,-0.369346439636496,1.5046499977833725e-08,,-0.4639887129952478,True
cnv_depth__IBNLCO_00907__N-acetyltransferase__CDS,-0.3692041644286237,1.525383374406569e-08,,-0.760753006098881,True
cnv_depth__IBNLCO_03471__IBNLCO_03471__gene,0.36906188922075134,1.5463921975700054e-08,,0.6893815658466295,True
cnv_depth__IBNLCO_00242__lhgO__gene,0.36906188922075134,1.5463921975700054e-08,,0.6895968784164677,True
cnv_depth__IBNLCO_04623__IBNLCO_04623__gene,-0.36906188922075134,1.5463921975700054e-08,,-0.5645315238980341,True
cnv_depth__IBNLCO_00257__IBNLCO_00257__gene,0.36906188922075134,1.5463921975700054e-08,,0.7216727282674588,True
cnv_depth__IBNLCO_01539__Prepilin__CDS,-0.3689196140128791,1.567679984212728e-08,,-0.7727157223038247,True
cnv_depth__IBNLCO_05111__IBNLCO_05111__gene__promoter,-0.3689196140128791,1.567679984212728e-08,,-0.6289836515039817,True
cnv_depth__IBNLCO_02244__IBNLCO_02244__gene__promoter,-0.3689196140128791,1.567679984212728e-08,,-0.7867035644753113,True
cnv_depth__IBNLCO_01874__IBNLCO_01874__gene__promoter,-0.3689196140128791,1.567679984212728e-08,,-0.7835773040340849,True
cnv_depth__IBNLCO_05140__Linalool__CDS,-0.3686350635971345,1.6111067311449117e-08,,-0.6242100038910432,True
cnv_depth__IBNLCO_00104__Membrane__CDS__promoter,0.3684672817422685,1.6372541589990708e-08,,0.3935965268924197,True
cnv_depth__IBNLCO_01537__hypothetical__CDS,-0.36835051318138995,1.6556926195742766e-08,,-0.23378357905668107,True
cnv_depth__IBNLCO_02704__IBNLCO_02704__gene__promoter,-0.36835051318138995,1.6556926195742766e-08,,-0.48322055975047135,True
cnv_depth__IBNLCO_00344__IBNLCO_00344__gene,0.36835051318138995,1.6556926195742766e-08,,0.7285653475797779,True
cnv_depth__IBNLCO_02198__IBNLCO_02198__gene__promoter,-0.36835051318138995,1.6556926195742766e-08,,-0.5906579758156315,True
cnv_depth__IBNLCO_04330__DUF3088__CDS__promoter,-0.36835051318138995,1.6556926195742766e-08,,-0.5764707201286088,True
cnv_depth__IBNLCO_03465__Fumarate/nitrate__CDS__promoter,0.36835051318138995,1.6556926195742766e-08,,0.8214517474969858,True
cnv_depth__IBNLCO_03632__hypothetical__CDS,0.36820823797351754,1.6784295000029763e-08,,0.6816726356214421,True
cnv_depth__IBNLCO_03077__IBNLCO_03077__gene__promoter,0.36820823797351754,1.6784295000029763e-08,,0.7196260503220251,True
cnv_depth__IBNLCO_04191__gntR__gene,-0.3680659627656453,1.70146736606145e-08,,-0.6053427058526089,True
cnv_depth__IBNLCO_01887__Outer__CDS__promoter,-0.3680659627656453,1.70146736606145e-08,,-0.6835813460484265,True
cnv_depth__IBNLCO_02715__Purine__CDS__promoter,0.3680659627656453,1.70146736606145e-08,,0.6473264255522995,True
cnv_depth__IBNLCO_03674__asmA__gene,0.3680659627656453,1.70146736606145e-08,,0.6523686260352202,True
cnv_depth__IBNLCO_03365__IBNLCO_03365__gene,0.3680659627656453,1.70146736606145e-08,,0.7182340062701554,True
cnv_depth__IBNLCO_00025__LrgB__CDS__promoter,0.36792368755777294,1.7248100463308323e-08,,0.7820255817989573,True
cnv_depth__IBNLCO_03041__IBNLCO_03041__gene,0.36792368755777294,1.7248100463308323e-08,,0.7134092744190034,True
cnv_depth__IBNLCO_01545__hypothetical__CDS,-0.3677814123499007,1.7484614160051706e-08,,-0.5085925601199439,True
cnv_depth__IBNLCO_02895__IBNLCO_02895__gene,0.3677814123499007,1.7484614160051706e-08,,0.651703781734216,True
cnv_depth__IBNLCO_04550__IBNLCO_04550__gene__promoter,-0.3677814123499007,1.7484614160051706e-08,,-0.7735009913268813,True
cnv_depth__IBNLCO_00475__IBNLCO_00475__gene__promoter,0.3676391371420284,1.772425397432125e-08,,0.6957642325130606,True
cnv_depth__IBNLCO_02009__ATP-binding__CDS,-0.3676391371420284,1.772425397432125e-08,,-0.41799765376210724,True
cnv_depth__IBNLCO_04119__EF-hand__CDS,0.3676391371420284,1.772425397432125e-08,,0.4944122451588319,True
cnv_depth__IBNLCO_02098__eamA__gene,-0.3674968619341561,1.7967059606592905e-08,,-0.4038762996500422,True
cnv_depth__IBNLCO_03800__3-dehydroquinate__CDS__promoter,0.3673545867262838,1.82130712398674e-08,,0.5741416076218104,True
cnv_depth__IBNLCO_01288__Putative__CDS,-0.3673545867262838,1.82130712398674e-08,,-0.4725680501664837,True
cnv_depth__IBNLCO_01682__Carboxylesterase__CDS,-0.36721231151841144,1.8462329545254768e-08,,-0.6275365560003436,True
cnv_depth__IBNLCO_01986__Endolytic__CDS__promoter,-0.36721231151841144,1.8462329545254768e-08,,-0.7081246720989572,True
cnv_depth__IBNLCO_02850__recG__gene,0.36721231151841144,1.8462329545254768e-08,,0.4932781410437574,True
cnv_depth__IBNLCO_01554__hypothetical__CDS__promoter,-0.36707003631053914,1.8714875687620277e-08,,-0.8057918657031079,True
