,feature_name,importance
4094,cnv_depth__IBNLCO_03300__IBNLCO_03300__gene,0.0
4093,cnv_depth__IBNLCO_03299__IBNLCO_03299__gene__promoter,0.0
4092,cnv_depth__IBNLCO_03299__3-demethylubiquinone-9__CDS,0.0
4090,cnv_depth__IBNLCO_03298__flhB__gene,0.0
4089,cnv_depth__IBNLCO_03296__flagellar__CDS__promoter,0.0
4088,cnv_depth__IBNLCO_03297__flhA__gene,0.0
4087,cnv_depth__IBNLCO_03295__flagellar__CDS__promoter,0.0
4086,cnv_depth__IBNLCO_03296__flhF__gene,0.0
4085,cnv_depth__IBNLCO_03294__flagellar__CDS__promoter,0.0
4084,cnv_depth__IBNLCO_03294__flagellar__CDS,0.0
4069,cnv_depth__IBNLCO_03283__fieF__gene__promoter,0.0
4082,cnv_depth__IBNLCO_03293__IBNLCO_03293__gene,0.0
4081,cnv_depth__IBNLCO_03292__IBNLCO_03292__gene__promoter,0.0
4080,cnv_depth__IBNLCO_03291__IBNLCO_03291__gene,0.0
4079,cnv_depth__IBNLCO_03290__Aspartyl-tRNA(Asn)__CDS,0.0
4078,cnv_depth__IBNLCO_03288__IBNLCO_03288__gene,0.0
4077,cnv_depth__IBNLCO_03287__IBNLCO_03287__gene__promoter,0.0
4076,cnv_depth__IBNLCO_03287__IBNLCO_03287__gene,0.0
4075,cnv_depth__IBNLCO_03286__IBNLCO_03286__gene,0.0
4074,cnv_depth__IBNLCO_03286__hypothetical__CDS__promoter,0.0
4073,cnv_depth__IBNLCO_03285__IBNLCO_03285__gene__promoter,0.0
4072,cnv_depth__IBNLCO_03285__IBNLCO_03285__gene,0.0
4071,cnv_depth__IBNLCO_03284__IBNLCO_03284__gene__promoter,0.0
4070,cnv_depth__IBNLCO_03284__IBNLCO_03284__gene,0.0
4083,cnv_depth__unknown__unknown__regulatory.13,0.0
4010,cnv_depth__IBNLCO_03251__4-hydroxyphenylpyruvate__CDS,0.0
4009,cnv_depth__IBNLCO_03251__4-hydroxyphenylpyruvate__CDS__promoter,0.0
4008,cnv_depth__IBNLCO_03250__IBNLCO_03250__gene,0.0
4007,cnv_depth__IBNLCO_03249__IBNLCO_03249__gene,0.0
4006,cnv_depth__IBNLCO_03249__N-acetyltransferase__CDS__promoter,0.0
4005,cnv_depth__IBNLCO_03248__IBNLCO_03248__gene,0.0
4004,cnv_depth__IBNLCO_03248__TetR/AcrR__CDS__promoter,0.0
4003,cnv_depth__IBNLCO_03247__IBNLCO_03247__gene,0.0
4002,cnv_depth__IBNLCO_03246__paaK__gene,0.0
4001,cnv_depth__IBNLCO_03246__paaK__gene__promoter,0.0
4000,cnv_depth__IBNLCO_03245__paaD__gene,0.0
3999,cnv_depth__IBNLCO_03245__paaD__gene__promoter,0.0
4041,cnv_depth__IBNLCO_03269__IBNLCO_03269__gene__promoter,0.0
3997,cnv_depth__IBNLCO_03244__paaC__gene__promoter,0.0
3996,cnv_depth__IBNLCO_03243__IBNLCO_03243__gene,0.0
3995,cnv_depth__IBNLCO_03243__1%2C2-phenylacetyl-CoA__CDS__promoter,0.0
3994,cnv_depth__IBNLCO_03242__Phenylacetate-CoA__CDS,0.0
3993,cnv_depth__IBNLCO_03242__IBNLCO_03242__gene__promoter,0.0
3992,cnv_depth__IBNLCO_03241__IBNLCO_03241__gene__promoter,0.0
3991,cnv_depth__IBNLCO_03241__SGNH__CDS,0.0
3990,cnv_depth__IBNLCO_03236__rrf__gene__promoter,0.0
3989,cnv_depth__IBNLCO_03236__rrf__gene,0.0
3988,cnv_depth__IBNLCO_03235__trnY__gene__promoter,0.0
3987,cnv_depth__IBNLCO_03235__trnY__gene,0.0
3986,cnv_depth__IBNLCO_03234__trnG__gene,0.0
3985,cnv_depth__IBNLCO_03233__trnT__gene__promoter,0.0
3998,cnv_depth__IBNLCO_03244__paaC__gene,0.0
4040,cnv_depth__IBNLCO_03269__IBNLCO_03269__gene,0.0
4039,cnv_depth__IBNLCO_03268__pilT__gene,0.0
4038,cnv_depth__IBNLCO_03267__2-hydroxy-3-oxopropionate__CDS__promoter,0.0
4037,cnv_depth__IBNLCO_03268__pilT__gene__promoter,0.0
4036,cnv_depth__IBNLCO_03267__IBNLCO_03267__gene,0.0
4035,cnv_depth__IBNLCO_03266__Homoserine/Threonine__CDS__promoter,0.0
4034,cnv_depth__IBNLCO_03265__IBNLCO_03265__gene,0.0
4033,cnv_depth__IBNLCO_03264__IBNLCO_03264__gene__promoter,0.0
4031,cnv_depth__IBNLCO_03264__IBNLCO_03264__gene,0.0
4030,cnv_depth__IBNLCO_03263__Betaproteobacteria_toxic_sRNA__gene__promoter,0.0
4029,cnv_depth__IBNLCO_03261__IBNLCO_03261__gene,0.0
4028,cnv_depth__IBNLCO_03261__Outer__CDS__promoter,0.0
4027,cnv_depth__IBNLCO_03260__IBNLCO_03260__gene,0.0
4011,cnv_depth__IBNLCO_03252__IBNLCO_03252__gene,0.0
4025,cnv_depth__IBNLCO_03259__DUF2957__CDS__promoter,0.0
4024,cnv_depth__IBNLCO_03258__IBNLCO_03258__gene,0.0
4023,cnv_depth__IBNLCO_03258__N-acetyl-gamma-glutamyl-phosphate__CDS__promoter,0.0
4022,cnv_depth__IBNLCO_03257__wrbA__gene,0.0
4021,cnv_depth__IBNLCO_03257__Flavoprotein__CDS__promoter,0.0
4020,cnv_depth__IBNLCO_03256__IBNLCO_03256__gene,0.0
4019,cnv_depth__IBNLCO_03256__Phosphatidylethanolamine-binding__CDS__promoter,0.0
4018,cnv_depth__IBNLCO_03255__IBNLCO_03255__gene,0.0
4017,cnv_depth__IBNLCO_03255__Orotate__CDS__promoter,0.0
4016,cnv_depth__IBNLCO_03254__NADP-dependent__CDS__promoter,0.0
4014,cnv_depth__IBNLCO_03253__IBNLCO_03253__gene,0.0
4013,cnv_depth__IBNLCO_03253__Indolepyruvate__CDS__promoter,0.0
4012,cnv_depth__IBNLCO_03252__hypothetical__CDS__promoter,0.0
4026,cnv_depth__IBNLCO_03259__IBNLCO_03259__gene,0.0
3726,cnv_depth__IBNLCO_03083__HTH__CDS,0.0
3725,cnv_depth__IBNLCO_03082__Oxalate:formate__CDS__promoter,0.0
3724,cnv_depth__IBNLCO_03083__HTH__CDS__promoter,0.0
3723,cnv_depth__IBNLCO_03082__Oxalate:formate__CDS,0.0
3722,cnv_depth__IBNLCO_03081__rutE__gene,0.0
3720,cnv_depth__IBNLCO_03079__IBNLCO_03079__gene,0.0
3719,cnv_depth__IBNLCO_03079__Putative__CDS__promoter,0.0
3718,cnv_depth__IBNLCO_03078__IBNLCO_03078__gene__promoter,0.0
3717,cnv_depth__IBNLCO_03078__Amino__CDS,0.0
3716,cnv_depth__IBNLCO_03077__IBNLCO_03077__gene,0.0
3715,cnv_depth__IBNLCO_03077__IBNLCO_03077__gene__promoter,0.0
3714,cnv_depth__IBNLCO_03076__ubiX__gene,0.0
3870,cnv_depth__IBNLCO_03170__IBNLCO_03170__gene,0.0
3712,cnv_depth__IBNLCO_03074__IBNLCO_03074__gene__promoter,0.0
3711,cnv_depth__IBNLCO_03073__IBNLCO_03073__gene,0.0
3710,cnv_depth__IBNLCO_03073__IBNLCO_03073__gene__promoter,0.0
3709,cnv_depth__IBNLCO_03072__IBNLCO_03072__gene,0.0
3708,cnv_depth__IBNLCO_03071__hypothetical__CDS__promoter,0.0
3707,cnv_depth__IBNLCO_03072__Glutamyl-tRNA__CDS__promoter,0.0
3706,cnv_depth__IBNLCO_03071__IBNLCO_03071__gene,0.0
3705,cnv_depth__IBNLCO_03070__IBNLCO_03070__gene,0.0
3704,cnv_depth__IBNLCO_03069__Xaa-Pro__CDS__promoter,0.0
3703,cnv_depth__IBNLCO_03069__IBNLCO_03069__gene,0.0
3702,cnv_depth__IBNLCO_03067__IBNLCO_03067__gene__promoter,0.0
3701,cnv_depth__IBNLCO_03068__IBNLCO_03068__gene,0.0
3700,cnv_depth__IBNLCO_03066__Energy-dependent__CDS,0.0
3713,cnv_depth__IBNLCO_03075__IBNLCO_03075__gene,0.0
3755,cnv_depth__IBNLCO_03102__Type__CDS,0.0
3754,cnv_depth__IBNLCO_03101__clpB__gene__promoter,0.0
3753,cnv_depth__IBNLCO_03101__clpB__gene,0.0
3752,cnv_depth__IBNLCO_03100__ImpA__CDS__promoter,0.0
3751,cnv_depth__IBNLCO_03100__impA__gene,0.0
3750,cnv_depth__IBNLCO_03099__OmpA-like__CDS,0.0
3749,cnv_depth__IBNLCO_03099__OmpA-like__CDS__promoter,0.0
3748,cnv_depth__IBNLCO_03098__Type__CDS,0.0
3747,cnv_depth__IBNLCO_03098__Type__CDS__promoter,0.0
3746,cnv_depth__IBNLCO_03097__tssM__gene,0.0
3745,cnv_depth__IBNLCO_03097__Type__CDS__promoter,0.0
3744,cnv_depth__IBNLCO_03096__Peptidase__CDS,0.0
3743,cnv_depth__IBNLCO_03096__Peptidase__CDS__promoter,0.0
3727,cnv_depth__IBNLCO_03084__DUF1415__CDS,0.0
3741,cnv_depth__IBNLCO_03095__hypothetical__CDS,0.0
3740,cnv_depth__IBNLCO_03094__Protein__CDS,0.0
3738,cnv_depth__IBNLCO_03093__IBNLCO_03093__gene,0.0
3737,cnv_depth__IBNLCO_03093__IBNLCO_03093__gene__promoter,0.0
3736,cnv_depth__IBNLCO_03092__hlyD__gene,0.0
3735,cnv_depth__IBNLCO_03091__hypothetical__CDS,0.0
3734,cnv_depth__IBNLCO_03091__IBNLCO_03091__gene__promoter,0.0
3733,cnv_depth__IBNLCO_03090__IBNLCO_03090__gene,0.0
3732,cnv_depth__IBNLCO_03090__gnl|Bakta|IBNLCO_03090__CDS__promoter,0.0
3731,cnv_depth__IBNLCO_03089__gnl|Bakta|IBNLCO_03089__CDS,0.0
3730,cnv_depth__IBNLCO_03089__IBNLCO_03089__gene__promoter,0.0
3729,cnv_depth__IBNLCO_03088__IBNLCO_03088__gene__promoter,0.0
3728,cnv_depth__IBNLCO_03087__IBNLCO_03087__gene,0.0
3742,cnv_depth__IBNLCO_03095__hypothetical__CDS__promoter,0.0
3670,cnv_depth__IBNLCO_03046__Anthranilate__CDS,0.0
3669,cnv_depth__IBNLCO_03046__Anthranilate__CDS__promoter,0.0
3668,cnv_depth__IBNLCO_03045__IBNLCO_03045__gene,0.0
3667,cnv_depth__IBNLCO_03045__hypothetical__CDS__promoter,0.0
3666,cnv_depth__IBNLCO_03044__Ribulose-phosphate__CDS,0.0
3665,cnv_depth__IBNLCO_03044__Ribulose-phosphate__CDS__promoter,0.0
3664,cnv_depth__IBNLCO_03043__apaG__gene,0.0
3663,cnv_depth__IBNLCO_03041__peptidoglycan__CDS__promoter,0.0
3662,cnv_depth__IBNLCO_03042__hypothetical__CDS__promoter,0.0
3661,cnv_depth__IBNLCO_03041__IBNLCO_03041__gene,0.0
3660,cnv_depth__IBNLCO_03040__Phenylacetate-coenzyme__CDS,0.0
3659,cnv_depth__IBNLCO_03040__IBNLCO_03040__gene__promoter,0.0
3699,cnv_depth__IBNLCO_03066__ettA__gene__promoter,0.0
3657,cnv_depth__IBNLCO_03039__Phenylacetic__CDS__promoter,0.0
3656,cnv_depth__IBNLCO_03038__IBNLCO_03038__gene,0.0
3655,cnv_depth__IBNLCO_03037__IBNLCO_03037__gene,0.0
3654,cnv_depth__IBNLCO_03036__IBNLCO_03036__gene,0.0
3653,cnv_depth__IBNLCO_03035__Enoyl-CoA__CDS__promoter,0.0
3652,cnv_depth__IBNLCO_03036__IBNLCO_03036__gene__promoter,0.0
3651,cnv_depth__IBNLCO_03035__IBNLCO_03035__gene,0.0
3650,cnv_depth__IBNLCO_03030__rrf__gene__promoter,0.0
3649,cnv_depth__IBNLCO_03029__4Fe-4S__CDS__promoter,0.0
3648,cnv_depth__IBNLCO_03029__IBNLCO_03029__gene,0.0
3647,cnv_depth__IBNLCO_03028__IBNLCO_03028__gene__promoter,0.0
3646,cnv_depth__IBNLCO_03028__IBNLCO_03028__gene,0.0
3645,cnv_depth__IBNLCO_03027__IBNLCO_03027__gene,0.0
3658,cnv_depth__IBNLCO_03039__paaD__gene,0.0
3698,cnv_depth__IBNLCO_03064__GP-PDE__CDS__promoter,0.0
3697,cnv_depth__IBNLCO_03065__hypothetical__CDS__promoter,0.0
3696,cnv_depth__IBNLCO_03064__GP-PDE__CDS,0.0
3695,cnv_depth__IBNLCO_03063__IBNLCO_03063__gene__promoter,0.0
3694,cnv_depth__IBNLCO_03063__hypothetical__CDS,0.0
3693,cnv_depth__IBNLCO_03062__IBNLCO_03062__gene__promoter,0.0
3692,cnv_depth__IBNLCO_03061__HTH__CDS,0.0
3691,cnv_depth__IBNLCO_03061__HTH__CDS__promoter,0.0
3690,cnv_depth__IBNLCO_03060__IBNLCO_03060__gene,0.0
3689,cnv_depth__IBNLCO_03060__IBNLCO_03060__gene__promoter,0.0
3688,cnv_depth__IBNLCO_03059__IBNLCO_03059__gene,0.0
3687,cnv_depth__IBNLCO_03058__Ribosome-binding__CDS,0.0
3686,cnv_depth__IBNLCO_03058__Ribosome-binding__CDS__promoter,0.0
3671,cnv_depth__IBNLCO_03047__IBNLCO_03047__gene__promoter,0.0
3684,cnv_depth__IBNLCO_03057__HD__CDS__promoter,0.0
3683,cnv_depth__IBNLCO_03056__hypothetical__CDS__promoter,0.0
3682,cnv_depth__IBNLCO_03055__IBNLCO_03055__gene,0.0
3681,cnv_depth__IBNLCO_03054__IBNLCO_03054__gene__promoter,0.0
3680,cnv_depth__IBNLCO_03054__IBNLCO_03054__gene,0.0
3679,cnv_depth__IBNLCO_03053__IBNLCO_03053__gene,0.0
3678,cnv_depth__IBNLCO_03052__FMN-dependent__CDS__promoter,0.0
3677,cnv_depth__IBNLCO_03052__IBNLCO_03052__gene,0.0
3676,cnv_depth__IBNLCO_03051__IBNLCO_03051__gene,0.0
3675,cnv_depth__IBNLCO_03049__IBNLCO_03049__gene,0.0
3674,cnv_depth__IBNLCO_03048__IBNLCO_03048__gene,0.0
3673,cnv_depth__IBNLCO_03048__Anthranilate__CDS__promoter,0.0
3672,cnv_depth__IBNLCO_03047__Anthranilate__CDS,0.0
3685,cnv_depth__IBNLCO_03057__HD__CDS,0.0
3840,cnv_depth__IBNLCO_03151__Thiamine-phosphate__CDS,0.0
3839,cnv_depth__IBNLCO_03150__ABC__CDS__promoter,0.0
3838,cnv_depth__IBNLCO_03149__Intermembrane__CDS__promoter,0.0
3837,cnv_depth__IBNLCO_03150__IBNLCO_03150__gene,0.0
3836,cnv_depth__IBNLCO_03149__Intermembrane__CDS,0.0
3835,cnv_depth__IBNLCO_03148__Outer__CDS__promoter,0.0
3834,cnv_depth__IBNLCO_03148__mlaD__gene,0.0
3833,cnv_depth__IBNLCO_03147__IBNLCO_03147__gene__promoter,0.0
3832,cnv_depth__IBNLCO_03147__hypothetical__CDS,0.0
3831,cnv_depth__IBNLCO_03146__IBNLCO_03146__gene__promoter,0.0
3830,cnv_depth__IBNLCO_03145__IBNLCO_03145__gene__promoter,0.0
3829,cnv_depth__IBNLCO_03146__IBNLCO_03146__gene,0.0
3756,cnv_depth__IBNLCO_03103__Type__CDS,0.0
3827,cnv_depth__IBNLCO_03144__IBNLCO_03144__gene,0.0
3826,cnv_depth__IBNLCO_03143__IBNLCO_03143__gene,0.0
3825,cnv_depth__IBNLCO_03142__BolA__CDS,0.0
3824,cnv_depth__IBNLCO_03141__IBNLCO_03141__gene__promoter,0.0
3823,cnv_depth__IBNLCO_03140__IBNLCO_03140__gene__promoter,0.0
3822,cnv_depth__IBNLCO_03141__UDP-N-acetylglucosamine__CDS,0.0
3820,cnv_depth__IBNLCO_03139__Histidinol__CDS__promoter,0.0
3818,cnv_depth__IBNLCO_03138__IBNLCO_03138__gene__promoter,0.0
3817,cnv_depth__IBNLCO_03138__Histidinol-phosphate__CDS,0.0
3816,cnv_depth__IBNLCO_03137__Imidazoleglycerol-phosphate__CDS__promoter,0.0
3815,cnv_depth__IBNLCO_03137__Imidazoleglycerol-phosphate__CDS,0.0
3814,cnv_depth__IBNLCO_03136__IBNLCO_03136__gene__promoter,0.0
3813,cnv_depth__IBNLCO_03135__hisH__gene__promoter,0.0
3828,cnv_depth__IBNLCO_03143__IBNLCO_03143__gene__promoter,0.0
3869,cnv_depth__IBNLCO_03169__IBNLCO_03169__gene,0.0
3868,cnv_depth__IBNLCO_03168__IBNLCO_03168__gene,0.0
3867,cnv_depth__IBNLCO_03167__sn-glycerol-3-phosphate-binding__CDS__promoter,0.0
3866,cnv_depth__IBNLCO_03167__ugpB__gene,0.0
3865,cnv_depth__IBNLCO_03166__sn-glycerol-3-phosphate__CDS__promoter,0.0
3863,cnv_depth__IBNLCO_03166__ugpA__gene,0.0
3862,cnv_depth__IBNLCO_03165__ugpE__gene,0.0
3861,cnv_depth__IBNLCO_03164__ugpC__gene__promoter,0.0
3860,cnv_depth__IBNLCO_03164__sn-glycerol-3-phosphate__CDS,0.0
3859,cnv_depth__IBNLCO_03162__OmpW__CDS,0.0
3858,cnv_depth__IBNLCO_03162__OmpW__CDS__promoter,0.0
3857,cnv_depth__IBNLCO_03161__Transposase__CDS,0.0
3856,cnv_depth__IBNLCO_03160__Glutamate__CDS__promoter,0.0
3841,cnv_depth__IBNLCO_03152__Thiazole__CDS,0.0
3854,cnv_depth__IBNLCO_03159__Glutamate__CDS__promoter,0.0
3853,cnv_depth__IBNLCO_03159__Glutamate__CDS,0.0
3852,cnv_depth__IBNLCO_03158__Amino-acid__CDS__promoter,0.0
3851,cnv_depth__IBNLCO_03157__IBNLCO_03157__gene__promoter,0.0
3850,cnv_depth__IBNLCO_03158__alsT__gene,0.0
3849,cnv_depth__IBNLCO_03157__IBNLCO_03157__gene,0.0
3848,cnv_depth__IBNLCO_03155__IBNLCO_03155__gene,0.0
3847,cnv_depth__IBNLCO_03155__IBNLCO_03155__gene__promoter,0.0
3846,cnv_depth__unknown__unknown__regulatory.12,0.0
3845,cnv_depth__IBNLCO_03154__IBNLCO_03154__gene,0.0
3844,cnv_depth__IBNLCO_03153__thiS__gene,0.0
3843,cnv_depth__IBNLCO_03152__Thiazole__CDS__promoter,0.0
3842,cnv_depth__IBNLCO_03151__Thiamine-phosphate__CDS__promoter,0.0
3855,cnv_depth__IBNLCO_03160__Glutamate__CDS,0.0
3782,cnv_depth__IBNLCO_03120__IBNLCO_03120__gene__promoter,0.0
3781,cnv_depth__IBNLCO_03120__IBNLCO_03120__gene,0.0
3780,cnv_depth__IBNLCO_03119__hypothetical__CDS__promoter,0.0
3779,cnv_depth__IBNLCO_03119__IBNLCO_03119__gene,0.0
3778,cnv_depth__IBNLCO_03118__trnT__gene__promoter,0.0
3777,cnv_depth__IBNLCO_03118__trnT__gene,0.0
3776,cnv_depth__IBNLCO_03113__IBNLCO_03113__gene,0.0
3775,cnv_depth__IBNLCO_03113__IBNLCO_03113__gene__promoter,0.0
3774,cnv_depth__IBNLCO_03111__dotU__gene,0.0
3773,cnv_depth__IBNLCO_03111__dotU__gene__promoter,0.0
3772,cnv_depth__IBNLCO_03110__IBNLCO_03110__gene,0.0
3771,cnv_depth__IBNLCO_03110__Type__CDS__promoter,0.0
3812,cnv_depth__IBNLCO_03136__UPF0056__CDS,0.0
3769,cnv_depth__IBNLCO_03109__Type__CDS__promoter,0.0
3768,cnv_depth__IBNLCO_03108__hypothetical__CDS__promoter,0.0
3767,cnv_depth__IBNLCO_03108__IBNLCO_03108__gene,0.0
3766,cnv_depth__IBNLCO_03107__Type__CDS__promoter,0.0
3765,cnv_depth__IBNLCO_03107__IBNLCO_03107__gene,0.0
3764,cnv_depth__IBNLCO_03106__Type__CDS__promoter,0.0
3763,cnv_depth__IBNLCO_03106__IBNLCO_03106__gene,0.0
3762,cnv_depth__IBNLCO_03105__Hcp1__CDS__promoter,0.0
3761,cnv_depth__IBNLCO_03105__Hcp1__CDS,0.0
3760,cnv_depth__IBNLCO_03104__Type__CDS__promoter,0.0
3759,cnv_depth__IBNLCO_03104__Type__CDS,0.0
3758,cnv_depth__IBNLCO_03103__tssF__gene__promoter,0.0
3757,cnv_depth__IBNLCO_03102__tssG__gene__promoter,0.0
3770,cnv_depth__IBNLCO_03109__vasD__gene,0.0
3811,cnv_depth__IBNLCO_03135__hisH__gene,0.0
3810,cnv_depth__IBNLCO_03134__IBNLCO_03134__gene__promoter,0.0
3809,cnv_depth__IBNLCO_03134__IBNLCO_03134__gene,0.0
3808,cnv_depth__IBNLCO_03133__hisF__gene__promoter,0.0
3807,cnv_depth__IBNLCO_03132__IBNLCO_03132__gene__promoter,0.0
3806,cnv_depth__IBNLCO_03133__hisF__gene,0.0
3805,cnv_depth__IBNLCO_03131__IBNLCO_03131__gene__promoter,0.0
3804,cnv_depth__IBNLCO_03132__IBNLCO_03132__gene,0.0
3803,cnv_depth__IBNLCO_03131__IBNLCO_03131__gene,0.0
3802,cnv_depth__IBNLCO_03130__Transmembrane__CDS__promoter,0.0
3801,cnv_depth__IBNLCO_03130__Transmembrane__CDS,0.0
3800,cnv_depth__IBNLCO_03129__IBNLCO_03129__gene__promoter,0.0
3799,cnv_depth__IBNLCO_03129__IBNLCO_03129__gene,0.0
3783,cnv_depth__IBNLCO_03121__IBNLCO_03121__gene,0.0
3797,cnv_depth__IBNLCO_03128__IBNLCO_03128__gene,0.0
3796,cnv_depth__IBNLCO_03127__Sec-independent__CDS__promoter,0.0
3795,cnv_depth__IBNLCO_03127__tatB__gene,0.0
3794,cnv_depth__IBNLCO_03126__Sec-independent__CDS__promoter,0.0
3793,cnv_depth__IBNLCO_03126__tatC__gene,0.0
3792,cnv_depth__IBNLCO_03125__IBNLCO_03125__gene,0.0
3791,cnv_depth__IBNLCO_03124__IBNLCO_03124__gene__promoter,0.0
3790,cnv_depth__IBNLCO_03125__IBNLCO_03125__gene__promoter,0.0
3789,cnv_depth__IBNLCO_03124__IBNLCO_03124__gene,0.0
3788,cnv_depth__IBNLCO_03123__IBNLCO_03123__gene__promoter,0.0
3787,cnv_depth__IBNLCO_03123__IBNLCO_03123__gene,0.0
3785,cnv_depth__IBNLCO_03122__IBNLCO_03122__gene,0.0
3784,cnv_depth__IBNLCO_03121__IBNLCO_03121__gene__promoter,0.0
3798,cnv_depth__IBNLCO_03128__hypothetical__CDS__promoter,0.0
4409,cnv_depth__IBNLCO_03476__IBNLCO_03476__gene,0.0
4408,cnv_depth__IBNLCO_03475__HTH__CDS__promoter,0.0
4407,cnv_depth__IBNLCO_03476__IBNLCO_03476__gene__promoter,0.0
4406,cnv_depth__IBNLCO_03475__HTH__CDS,0.0
4405,cnv_depth__IBNLCO_03474__hypothetical__CDS,0.0
4404,cnv_depth__IBNLCO_03473__IBNLCO_03473__gene__promoter,0.0
4403,cnv_depth__IBNLCO_03473__IBNLCO_03473__gene,0.0
4402,cnv_depth__IBNLCO_03472__IBNLCO_03472__gene,0.0
4401,cnv_depth__IBNLCO_03472__Serine__CDS__promoter,0.0
4400,cnv_depth__IBNLCO_03471__IBNLCO_03471__gene,0.0
4399,cnv_depth__IBNLCO_03471__IBNLCO_03471__gene__promoter,0.0
4398,cnv_depth__IBNLCO_03470__IBNLCO_03470__gene__promoter,0.0
4098,cnv_depth__IBNLCO_03303__chemotaxis__CDS,0.0
4396,cnv_depth__IBNLCO_03469__gnl|Bakta|IBNLCO_03469__CDS,0.0
4395,cnv_depth__IBNLCO_03469__IBNLCO_03469__gene__promoter,0.0
4394,cnv_depth__IBNLCO_03468__Ketoglutarate__CDS,0.0
4393,cnv_depth__IBNLCO_03468__IBNLCO_03468__gene__promoter,0.0
4392,cnv_depth__IBNLCO_03467__gnl|Bakta|IBNLCO_03467__CDS,0.0
4391,cnv_depth__IBNLCO_03467__IBNLCO_03467__gene__promoter,0.0
4390,cnv_depth__IBNLCO_03466__IBNLCO_03466__gene__promoter,0.0
4389,cnv_depth__IBNLCO_03466__Universal__CDS,0.0
4388,cnv_depth__IBNLCO_03465__Fumarate/nitrate__CDS__promoter,0.0
4387,cnv_depth__IBNLCO_03465__Fumarate/nitrate__CDS,0.0
4386,cnv_depth__IBNLCO_03464__HTH__CDS,0.0
4385,cnv_depth__IBNLCO_03463__Amino__CDS__promoter,0.0
4384,cnv_depth__IBNLCO_03464__HTH__CDS__promoter,0.0
4397,cnv_depth__IBNLCO_03470__2-oxoglutarate__CDS,0.0
4437,cnv_depth__IBNLCO_03501__IBNLCO_03501__gene__promoter,0.0
4436,cnv_depth__IBNLCO_03501__H-NS__CDS,0.0
4435,cnv_depth__IBNLCO_03500__hypothetical__CDS__promoter,0.0
4434,cnv_depth__IBNLCO_03500__IBNLCO_03500__gene,0.0
4433,cnv_depth__IBNLCO_03499__Type__CDS__promoter,0.0
4432,cnv_depth__IBNLCO_03499__Type__CDS,0.0
4431,cnv_depth__IBNLCO_03498__UvrABC__CDS,0.0
4430,cnv_depth__IBNLCO_03498__IBNLCO_03498__gene__promoter,0.0
4429,cnv_depth__IBNLCO_03487__IBNLCO_03487__gene,0.0
4428,cnv_depth__IBNLCO_03486__N-6__CDS__promoter,0.0
4427,cnv_depth__IBNLCO_03486__N-6__CDS,0.0
4426,cnv_depth__IBNLCO_03485__IBNLCO_03485__gene__promoter,0.0
4425,cnv_depth__IBNLCO_03485__IBNLCO_03485__gene,0.0
4410,cnv_depth__IBNLCO_03477__3-oxoadipate__CDS__promoter,0.0
4423,cnv_depth__IBNLCO_03484__Cysteine/O-acetylserine__CDS,0.0
4422,cnv_depth__IBNLCO_03483__IBNLCO_03483__gene__promoter,0.0
4421,cnv_depth__IBNLCO_03483__IBNLCO_03483__gene,0.0
4420,cnv_depth__IBNLCO_03482__4-hydroxybenzoate__CDS,0.0
4419,cnv_depth__IBNLCO_03482__4-hydroxybenzoate__CDS__promoter,0.0
4418,cnv_depth__IBNLCO_03481__IBNLCO_03481__gene,0.0
4417,cnv_depth__IBNLCO_03481__IBNLCO_03481__gene__promoter,0.0
4416,cnv_depth__IBNLCO_03480__IBNLCO_03480__gene,0.0
4415,cnv_depth__IBNLCO_03480__IBNLCO_03480__gene__promoter,0.0
4414,cnv_depth__IBNLCO_03479__3-carboxy-cis%2Ccis-muconate__CDS,0.0
4413,cnv_depth__IBNLCO_03478__IBNLCO_03478__gene,0.0
4412,cnv_depth__IBNLCO_03478__3-oxoadipate__CDS__promoter,0.0
4411,cnv_depth__IBNLCO_03477__IBNLCO_03477__gene,0.0
4424,cnv_depth__IBNLCO_03484__IBNLCO_03484__gene__promoter,0.0
4352,cnv_depth__IBNLCO_03447__IBNLCO_03447__gene__promoter,0.0
4351,cnv_depth__IBNLCO_03446__Isoprenylcysteine__CDS,0.0
4350,cnv_depth__IBNLCO_03446__IBNLCO_03446__gene__promoter,0.0
4349,cnv_depth__IBNLCO_03445__HTH-type__CDS,0.0
4348,cnv_depth__IBNLCO_03444__D-malate__CDS__promoter,0.0
4347,cnv_depth__IBNLCO_03445__dmlR__gene__promoter,0.0
4346,cnv_depth__IBNLCO_03444__D-malate__CDS,0.0
4345,cnv_depth__IBNLCO_03443__Succinylglutamate__CDS__promoter,0.0
4344,cnv_depth__IBNLCO_03443__Succinylglutamate__CDS,0.0
4342,cnv_depth__IBNLCO_03442__IBNLCO_03442__gene__promoter,0.0
4341,cnv_depth__IBNLCO_03441__IBNLCO_03441__gene,0.0
4340,cnv_depth__IBNLCO_03440__yceI__gene__promoter,0.0
4383,cnv_depth__IBNLCO_03463__Amino__CDS,0.0
4338,cnv_depth__IBNLCO_03440__yceI__gene,0.0
4337,cnv_depth__IBNLCO_03439__IBNLCO_03439__gene,0.0
4336,cnv_depth__IBNLCO_03439__L-threonine__CDS__promoter,0.0
4335,cnv_depth__IBNLCO_03438__2-amino-3-ketobutyrate__CDS,0.0
4334,cnv_depth__IBNLCO_03437__DNA-binding__CDS__promoter,0.0
