,feature_name,importance
1677,cnv_depth__IBNLCO_01390__IBNLCO_01390__gene,0.0
1676,cnv_depth__IBNLCO_01389__IBNLCO_01389__gene__promoter,0.0
1675,cnv_depth__IBNLCO_01387__DUF4123__CDS__promoter,0.0
1378,cnv_depth__IBNLCO_01127__IBNLCO_01127__gene__promoter,0.0
1673,cnv_depth__IBNLCO_01385__IBNLCO_01385__gene,0.0
1672,cnv_depth__IBNLCO_01384__IBNLCO_01384__gene__promoter,0.0
1671,cnv_depth__IBNLCO_01384__Transmembrane__CDS,0.0
1670,cnv_depth__IBNLCO_01383__tssF__gene,0.0
1669,cnv_depth__IBNLCO_01383__Type__CDS__promoter,0.0
1668,cnv_depth__IBNLCO_01382__hypothetical__CDS__promoter,0.0
1667,cnv_depth__IBNLCO_01382__hypothetical__CDS,0.0
1666,cnv_depth__IBNLCO_01381__IBNLCO_01381__gene,0.0
1665,cnv_depth__IBNLCO_01381__Alpha/beta__CDS__promoter,0.0
1664,cnv_depth__IBNLCO_01380__Ricin-type__CDS__promoter,0.0
1663,cnv_depth__IBNLCO_01380__Ricin-type__CDS,0.0
1662,cnv_depth__IBNLCO_01379__Cytochrome__CDS__promoter,0.0
1661,cnv_depth__IBNLCO_01378__SCO__CDS__promoter,0.0
1674,cnv_depth__IBNLCO_01386__Type__CDS,0.0
1714,cnv_depth__IBNLCO_01417__IBNLCO_01417__gene,0.0
1713,cnv_depth__IBNLCO_01416__Enoyl-[acyl-carrier-protein]__CDS__promoter,0.0
1712,cnv_depth__IBNLCO_01416__IBNLCO_01416__gene,0.0
1711,cnv_depth__IBNLCO_01415__IBNLCO_01415__gene__promoter,0.0
1710,cnv_depth__IBNLCO_01415__IBNLCO_01415__gene,0.0
1709,cnv_depth__IBNLCO_01414__IBNLCO_01414__gene,0.0
1708,cnv_depth__IBNLCO_01413__IBNLCO_01413__gene,0.0
1707,cnv_depth__IBNLCO_01412__hypothetical__CDS__promoter,0.0
1706,cnv_depth__IBNLCO_01412__IBNLCO_01412__gene,0.0
1705,cnv_depth__IBNLCO_01411__luxR__gene,0.0
1704,cnv_depth__IBNLCO_01411__luxR__gene__promoter,0.0
1703,cnv_depth__IBNLCO_01410__IBNLCO_01410__gene,0.0
1702,cnv_depth__IBNLCO_01410__histidine__CDS__promoter,0.0
1687,cnv_depth__IBNLCO_01401__IBNLCO_01401__gene__promoter,0.0
1700,cnv_depth__IBNLCO_01409__IBNLCO_01409__gene__promoter,0.0
1699,cnv_depth__IBNLCO_01408__PapC-like__CDS,0.0
1698,cnv_depth__IBNLCO_01408__PapC-like__CDS__promoter,0.0
1697,cnv_depth__IBNLCO_01407__IBNLCO_01407__gene,0.0
1696,cnv_depth__IBNLCO_01407__Pili__CDS__promoter,0.0
1695,cnv_depth__IBNLCO_01406__Spore__CDS,0.0
1694,cnv_depth__IBNLCO_01406__IBNLCO_01406__gene__promoter,0.0
1693,cnv_depth__IBNLCO_01405__IBNLCO_01405__gene,0.0
1692,cnv_depth__IBNLCO_01404__Spore__CDS,0.0
1691,cnv_depth__IBNLCO_01404__IBNLCO_01404__gene__promoter,0.0
1690,cnv_depth__IBNLCO_01403__lysR__gene,0.0
1689,cnv_depth__IBNLCO_01403__lysR__gene__promoter,0.0
1688,cnv_depth__IBNLCO_01402__Major__CDS__promoter,0.0
1701,cnv_depth__IBNLCO_01409__Spore__CDS,0.0
1631,cnv_depth__IBNLCO_01359__Glycogen__CDS,0.0
1630,cnv_depth__IBNLCO_01358__IBNLCO_01358__gene__promoter,0.0
1629,cnv_depth__IBNLCO_01357__IBNLCO_01357__gene__promoter,0.0
1628,cnv_depth__IBNLCO_01358__Malto-oligosyltrehalose__CDS,0.0
1627,cnv_depth__IBNLCO_01357__gnl|Bakta|IBNLCO_01357__CDS,0.0
1626,cnv_depth__IBNLCO_01356__hypothetical__CDS,0.0
1625,cnv_depth__IBNLCO_01355__Tryptophan__CDS,0.0
1624,cnv_depth__IBNLCO_01355__IBNLCO_01355__gene__promoter,0.0
1623,cnv_depth__IBNLCO_01354__gnl|Bakta|IBNLCO_01354__CDS,0.0
1622,cnv_depth__IBNLCO_01353__Transcriptional__CDS,0.0
1621,cnv_depth__IBNLCO_01352__SAM-dependent__CDS,0.0
1620,cnv_depth__IBNLCO_01351__IBNLCO_01351__gene__promoter,0.0
1619,cnv_depth__IBNLCO_01349__IBNLCO_01349__gene__promoter,0.0
1660,cnv_depth__IBNLCO_01378__IBNLCO_01378__gene,0.0
1617,cnv_depth__IBNLCO_01345__tRNA-Arg(tct)__tRNA,0.0
1616,cnv_depth__IBNLCO_01343__Galactose__CDS,0.0
1615,cnv_depth__IBNLCO_01342__Murein__CDS,0.0
1614,cnv_depth__IBNLCO_01341__hypothetical__CDS,0.0
1613,cnv_depth__IBNLCO_01341__IBNLCO_01341__gene__promoter,0.0
1612,cnv_depth__IBNLCO_01340__Acetyl-coenzyme__CDS,0.0
1611,cnv_depth__IBNLCO_01339__IBNLCO_01339__gene__promoter,0.0
1610,cnv_depth__IBNLCO_01339__hypothetical__CDS,0.0
1609,cnv_depth__IBNLCO_01338__IBNLCO_01338__gene__promoter,0.0
1608,cnv_depth__IBNLCO_01338__Na+__CDS,0.0
1607,cnv_depth__IBNLCO_01335__IBNLCO_01335__gene__promoter,0.0
1606,cnv_depth__IBNLCO_01334__Phosphohistidine__CDS,0.0
1605,cnv_depth__IBNLCO_01333__trnP__gene__promoter,0.0
1618,cnv_depth__IBNLCO_01350__DUF4123__CDS,0.0
1659,cnv_depth__IBNLCO_01377__hypothetical__CDS__promoter,0.0
1658,cnv_depth__IBNLCO_01377__IBNLCO_01377__gene,0.0
1657,cnv_depth__IBNLCO_01375__IBNLCO_01375__gene,0.0
1656,cnv_depth__IBNLCO_01375__hypothetical__CDS__promoter,0.0
1655,cnv_depth__IBNLCO_01374__IBNLCO_01374__gene,0.0
1654,cnv_depth__IBNLCO_01374__OmpA-like__CDS__promoter,0.0
1653,cnv_depth__IBNLCO_01373__IBNLCO_01373__gene,0.0
1652,cnv_depth__IBNLCO_01373__hypothetical__CDS__promoter,0.0
1651,cnv_depth__IBNLCO_01372__DNA-binding__CDS__promoter,0.0
1650,cnv_depth__IBNLCO_01371__hypothetical__CDS__promoter,0.0
1649,cnv_depth__IBNLCO_01370__IBNLCO_01370__gene,0.0
1648,cnv_depth__IBNLCO_01370__Fels-1__CDS__promoter,0.0
1647,cnv_depth__IBNLCO_01369__IBNLCO_01369__gene,0.0
1632,cnv_depth__IBNLCO_01359__glgX__gene__promoter,0.0
1645,cnv_depth__IBNLCO_01367__HTH-type__CDS,0.0
1644,cnv_depth__IBNLCO_01367__HTH-type__CDS__promoter,0.0
1643,cnv_depth__IBNLCO_01366__IBNLCO_01366__gene,0.0
1642,cnv_depth__IBNLCO_01365__IBNLCO_01365__gene__promoter,0.0
1641,cnv_depth__IBNLCO_01366__IBNLCO_01366__gene__promoter,0.0
1640,cnv_depth__IBNLCO_01364__hypothetical__CDS,0.0
1639,cnv_depth__IBNLCO_01363__hypothetical__CDS,0.0
1638,cnv_depth__IBNLCO_01362__IBNLCO_01362__gene__promoter,0.0
1637,cnv_depth__IBNLCO_01361__IBNLCO_01361__gene__promoter,0.0
1636,cnv_depth__IBNLCO_01362__Alpha-1%2C4-glucan:maltose-1-phosphate__CDS,0.0
1635,cnv_depth__IBNLCO_01360__glgB__gene__promoter,0.0
1634,cnv_depth__IBNLCO_01361__gnl|Bakta|IBNLCO_01361__CDS,0.0
1633,cnv_depth__IBNLCO_01360__1%2C4-alpha-glucan__CDS,0.0
1646,cnv_depth__IBNLCO_01368__Two__CDS__promoter,0.0
1799,cnv_depth__IBNLCO_01474__Lysophospholipid__CDS__promoter,0.0
1798,cnv_depth__IBNLCO_01473__IBNLCO_01473__gene,0.0
1797,cnv_depth__IBNLCO_01473__CBS__CDS__promoter,0.0
1796,cnv_depth__IBNLCO_01472__IBNLCO_01472__gene,0.0
1795,cnv_depth__IBNLCO_01471__IBNLCO_01471__gene,0.0
1794,cnv_depth__IBNLCO_01470__IBNLCO_01470__gene,0.0
1793,cnv_depth__IBNLCO_01469__IBNLCO_01469__gene,0.0
1792,cnv_depth__IBNLCO_01468__FAD-binding__CDS__promoter,0.0
1791,cnv_depth__IBNLCO_01468__IBNLCO_01468__gene,0.0
1790,cnv_depth__IBNLCO_01467__cpdA__gene,0.0
1789,cnv_depth__IBNLCO_01466__IBNLCO_01466__gene,0.0
1788,cnv_depth__IBNLCO_01466__hypothetical__CDS__promoter,0.0
1715,cnv_depth__IBNLCO_01417__IBNLCO_01417__gene__promoter,0.0
1786,cnv_depth__IBNLCO_01464__IBNLCO_01464__gene,0.0
1785,cnv_depth__IBNLCO_01462__hypothetical__CDS__promoter,0.0
1784,cnv_depth__IBNLCO_01463__IBNLCO_01463__gene,0.0
1783,cnv_depth__IBNLCO_01461__Efflux__CDS__promoter,0.0
1782,cnv_depth__IBNLCO_01461__IBNLCO_01461__gene,0.0
1781,cnv_depth__IBNLCO_01460__hypothetical__CDS__promoter,0.0
1780,cnv_depth__IBNLCO_01460__IBNLCO_01460__gene,0.0
1779,cnv_depth__IBNLCO_01459__IBNLCO_01459__gene,0.0
1778,cnv_depth__IBNLCO_01459__Methyl-accepting__CDS__promoter,0.0
1777,cnv_depth__IBNLCO_01458__MFS__CDS__promoter,0.0
1776,cnv_depth__IBNLCO_01458__IBNLCO_01458__gene,0.0
1775,cnv_depth__IBNLCO_01457__IBNLCO_01457__gene,0.0
1774,cnv_depth__IBNLCO_01456__IBNLCO_01456__gene,0.0
1787,cnv_depth__IBNLCO_01465__IBNLCO_01465__gene,0.0
1827,cnv_depth__IBNLCO_01492__IBNLCO_01492__gene,0.0
1826,cnv_depth__IBNLCO_01492__GTP__CDS__promoter,0.0
1825,cnv_depth__IBNLCO_01491__IBNLCO_01491__gene,0.0
1824,cnv_depth__IBNLCO_01491__2-iminobutanoate/2-iminopropanoate__CDS__promoter,0.0
1823,cnv_depth__IBNLCO_01490__IBNLCO_01490__gene,0.0
1822,cnv_depth__IBNLCO_01489__hypothetical__CDS,0.0
1821,cnv_depth__IBNLCO_01489__hypothetical__CDS__promoter,0.0
1820,cnv_depth__IBNLCO_01488__LysR__CDS,0.0
1819,cnv_depth__IBNLCO_01488__LysR__CDS__promoter,0.0
1818,cnv_depth__IBNLCO_01486__hypothetical__CDS__promoter,0.0
1817,cnv_depth__IBNLCO_01486__IBNLCO_01486__gene,0.0
1816,cnv_depth__IBNLCO_01485__2%2C3-dihydro-2%2C3-dihydroxybenzoate__CDS__promoter,0.0
1815,cnv_depth__IBNLCO_01485__IBNLCO_01485__gene,0.0
1800,cnv_depth__IBNLCO_01474__lplT__gene,0.0
1813,cnv_depth__IBNLCO_01483__IBNLCO_01483__gene,0.0
1812,cnv_depth__IBNLCO_01483__3-oxoacid__CDS__promoter,0.0
1811,cnv_depth__IBNLCO_01482__HTH__CDS__promoter,0.0
1810,cnv_depth__IBNLCO_01482__IBNLCO_01482__gene,0.0
1809,cnv_depth__IBNLCO_01481__Glycoside__CDS__promoter,0.0
1808,cnv_depth__IBNLCO_01481__IBNLCO_01481__gene,0.0
1807,cnv_depth__IBNLCO_01480__hypothetical__CDS__promoter,0.0
1806,cnv_depth__IBNLCO_01480__IBNLCO_01480__gene,0.0
1805,cnv_depth__IBNLCO_01479__IBNLCO_01479__gene,0.0
1804,cnv_depth__IBNLCO_01478__Gluconate__CDS__promoter,0.0
1803,cnv_depth__IBNLCO_01477__IBNLCO_01477__gene,0.0
1802,cnv_depth__IBNLCO_01476__IBNLCO_01476__gene,0.0
1801,cnv_depth__IBNLCO_01475__Bcj11__gene__promoter,0.0
1814,cnv_depth__IBNLCO_01484__3-oxoadipate__CDS__promoter,0.0
1742,cnv_depth__IBNLCO_01437__IBNLCO_01437__gene,0.0
1741,cnv_depth__IBNLCO_01437__Branched__CDS__promoter,0.0
1740,cnv_depth__IBNLCO_01436__IBNLCO_01436__gene,0.0
1739,cnv_depth__IBNLCO_01436__Amino__CDS__promoter,0.0
1738,cnv_depth__IBNLCO_01435__IBNLCO_01435__gene,0.0
1737,cnv_depth__IBNLCO_01435__ABC__CDS__promoter,0.0
1736,cnv_depth__IBNLCO_01434__IBNLCO_01434__gene,0.0
1735,cnv_depth__IBNLCO_01434__Acyl-CoA__CDS__promoter,0.0
1734,cnv_depth__IBNLCO_01433__IBNLCO_01433__gene,0.0
1733,cnv_depth__IBNLCO_01432__UPF0145__CDS__promoter,0.0
1732,cnv_depth__IBNLCO_01432__IBNLCO_01432__gene,0.0
1731,cnv_depth__IBNLCO_01431__nudF__gene,0.0
1730,cnv_depth__IBNLCO_01429__IBNLCO_01429__gene,0.0
1773,cnv_depth__IBNLCO_01455__IBNLCO_01455__gene,0.0
1728,cnv_depth__IBNLCO_01428__Major__CDS__promoter,0.0
1727,cnv_depth__IBNLCO_01427__IBNLCO_01427__gene,0.0
1726,cnv_depth__IBNLCO_01426__Alanine--tRNA__CDS,0.0
1725,cnv_depth__IBNLCO_01425__Succinate--glutarate__CDS,0.0
1724,cnv_depth__IBNLCO_01424__Ornithine__CDS,0.0
1723,cnv_depth__IBNLCO_01423__Glutamine--tRNA__CDS__promoter,0.0
1722,cnv_depth__IBNLCO_01424__Ornithine__CDS__promoter,0.0
1721,cnv_depth__IBNLCO_01422__Nudix__CDS,0.0
1720,cnv_depth__IBNLCO_01422__Nudix__CDS__promoter,0.0
1719,cnv_depth__IBNLCO_01421__IBNLCO_01421__gene,0.0
1718,cnv_depth__IBNLCO_01421__IBNLCO_01421__gene__promoter,0.0
1717,cnv_depth__IBNLCO_01420__IBNLCO_01420__gene,0.0
1716,cnv_depth__IBNLCO_01418__mauG__gene,0.0
1729,cnv_depth__IBNLCO_01428__IBNLCO_01428__gene,0.0
1772,cnv_depth__IBNLCO_01454__IBNLCO_01454__gene,0.0
1771,cnv_depth__IBNLCO_01453__IBNLCO_01453__gene,0.0
1770,cnv_depth__IBNLCO_01453__hypothetical__CDS__promoter,0.0
1769,cnv_depth__IBNLCO_01452__IBNLCO_01452__gene,0.0
1768,cnv_depth__IBNLCO_01452__histidine__CDS__promoter,0.0
1767,cnv_depth__IBNLCO_01451__fecR__gene,0.0
1766,cnv_depth__IBNLCO_01451__FecR__CDS__promoter,0.0
1765,cnv_depth__IBNLCO_01450__IBNLCO_01450__gene,0.0
1762,cnv_depth__IBNLCO_01448__tusA__gene,0.0
1761,cnv_depth__IBNLCO_01448__Sulfurtransferase__CDS__promoter,0.0
1760,cnv_depth__IBNLCO_01447__IBNLCO_01447__gene,0.0
1759,cnv_depth__IBNLCO_01447__Myo-inositol__CDS__promoter,0.0
1758,cnv_depth__IBNLCO_01446__IBNLCO_01446__gene,0.0
1743,cnv_depth__IBNLCO_01438__IBNLCO_01438__gene,0.0
1756,cnv_depth__IBNLCO_01445__IBNLCO_01445__gene,0.0
1755,cnv_depth__IBNLCO_01445__SIS__CDS__promoter,0.0
1754,cnv_depth__IBNLCO_01444__luxP__gene,0.0
1753,cnv_depth__IBNLCO_01443__Xylose__CDS__promoter,0.0
1752,cnv_depth__IBNLCO_01443__xylH__gene,0.0
1751,cnv_depth__IBNLCO_01442__ABC__CDS__promoter,0.0
1750,cnv_depth__IBNLCO_01442__IBNLCO_01442__gene,0.0
1749,cnv_depth__IBNLCO_01441__gnl|Bakta|IBNLCO_01441__CDS__promoter,0.0
1748,cnv_depth__IBNLCO_01441__IBNLCO_01441__gene,0.0
1747,cnv_depth__IBNLCO_01439__Inosose__CDS__promoter,0.0
1746,cnv_depth__IBNLCO_01440__IBNLCO_01440__gene,0.0
1745,cnv_depth__IBNLCO_01438__5-deoxy-glucuronate__CDS__promoter,0.0
1744,cnv_depth__IBNLCO_01439__IBNLCO_01439__gene,0.0
1757,cnv_depth__IBNLCO_01446__Myo-inositol__CDS__promoter,0.0
1462,cnv_depth__IBNLCO_01224__IBNLCO_01224__gene,0.0
1461,cnv_depth__IBNLCO_01223__Transcriptional__CDS,0.0
1460,cnv_depth__IBNLCO_01222__IBNLCO_01222__gene__promoter,0.0
1459,cnv_depth__IBNLCO_01221__IBNLCO_01221__gene__promoter,0.0
1458,cnv_depth__IBNLCO_01221__Tat__CDS,0.0
1457,cnv_depth__IBNLCO_01220__ncS54__gene,0.0
1456,cnv_depth__IBNLCO_01220__ncS54__gene__promoter,0.0
1455,cnv_depth__IBNLCO_01219__IBNLCO_01219__gene__promoter,0.0
1454,cnv_depth__IBNLCO_01218__mdtA__gene,0.0
1453,cnv_depth__IBNLCO_01217__mdtB__gene,0.0
1452,cnv_depth__IBNLCO_01216__mdtC__gene,0.0
1451,cnv_depth__IBNLCO_01215__IBNLCO_01215__gene__promoter,0.0
1604,cnv_depth__IBNLCO_01334__sixA__gene__promoter,0.0
1449,cnv_depth__IBNLCO_01214__IBNLCO_01214__gene,0.0
1448,cnv_depth__IBNLCO_01213__cyclic__CDS,0.0
1447,cnv_depth__IBNLCO_01212__IBNLCO_01212__gene,0.0
1446,cnv_depth__IBNLCO_01211__Bll4479__CDS,0.0
1445,cnv_depth__IBNLCO_01208__IBNLCO_01208__gene,0.0
1444,cnv_depth__IBNLCO_01208__Cytochrome__CDS__promoter,0.0
1443,cnv_depth__IBNLCO_01207__IBNLCO_01207__gene,0.0
1442,cnv_depth__IBNLCO_01207__Cytochrome__CDS__promoter,0.0
1441,cnv_depth__IBNLCO_01206__C-type__CDS,0.0
1440,cnv_depth__IBNLCO_01205__Peptidase__CDS,0.0
1439,cnv_depth__IBNLCO_01205__Peptidase__CDS__promoter,0.0
1438,cnv_depth__IBNLCO_01204__IBNLCO_01204__gene,0.0
1437,cnv_depth__IBNLCO_01203__Solute-binding__CDS__promoter,0.0
1450,cnv_depth__IBNLCO_01215__hypothetical__CDS,0.0
1490,cnv_depth__IBNLCO_01250__Membrane-anchored__CDS,0.0
1489,cnv_depth__IBNLCO_01249__IBNLCO_01249__gene__promoter,0.0
1488,cnv_depth__IBNLCO_01249__Major__CDS,0.0
1487,cnv_depth__IBNLCO_01248__EamA__CDS,0.0
1486,cnv_depth__IBNLCO_01248__eamA__gene__promoter,0.0
1485,cnv_depth__IBNLCO_01247__hypothetical__CDS__promoter,0.0
1484,cnv_depth__IBNLCO_01246__hypothetical__CDS,0.0
1483,cnv_depth__IBNLCO_01246__hypothetical__CDS__promoter,0.0
1482,cnv_depth__IBNLCO_01245__DUF1223__CDS,0.0
1481,cnv_depth__IBNLCO_01245__IBNLCO_01245__gene__promoter,0.0
1480,cnv_depth__unknown__unknown__regulatory.3,0.0
1479,cnv_depth__IBNLCO_01243__IBNLCO_01243__gene__promoter,0.0
1478,cnv_depth__IBNLCO_01241__hypothetical__CDS,0.0
1463,cnv_depth__IBNLCO_01225__Cysteine__CDS,0.0
1476,cnv_depth__IBNLCO_01240__EamA__CDS,0.0
1475,cnv_depth__IBNLCO_01239__IBNLCO_01239__gene__promoter,0.0
1474,cnv_depth__IBNLCO_01238__Diguanylate__CDS,0.0
1473,cnv_depth__IBNLCO_01237__Aminoacyl-tRNA__CDS,0.0
1472,cnv_depth__IBNLCO_01237__IBNLCO_01237__gene__promoter,0.0
1471,cnv_depth__IBNLCO_01236__hypothetical__CDS,0.0
1470,cnv_depth__IBNLCO_01235__hypothetical__CDS,0.0
1469,cnv_depth__IBNLCO_01235__IBNLCO_01235__gene__promoter,0.0
1468,cnv_depth__IBNLCO_01234__RecBCD__CDS,0.0
1467,cnv_depth__IBNLCO_01234__RecBCD__CDS__promoter,0.0
1466,cnv_depth__IBNLCO_01233__RecBCD__CDS,0.0
1465,cnv_depth__IBNLCO_01227__fbpC__gene__promoter,0.0
1464,cnv_depth__IBNLCO_01227__Fe(3+)__CDS,0.0
1477,cnv_depth__IBNLCO_01240__EamA__CDS__promoter,0.0
1406,cnv_depth__IBNLCO_01156__IBNLCO_01156__gene__promoter,0.0
1405,cnv_depth__IBNLCO_01153__IBNLCO_01153__gene__promoter,0.0
1404,cnv_depth__IBNLCO_01152__Small__CDS,0.0
1403,cnv_depth__IBNLCO_01152__IBNLCO_01152__gene__promoter,0.0
1402,cnv_depth__IBNLCO_01151__IBNLCO_01151__gene,0.0
1401,cnv_depth__IBNLCO_01150__bamE__gene__promoter,0.0
1400,cnv_depth__IBNLCO_01149__Carbonic__CDS__promoter,0.0
1399,cnv_depth__IBNLCO_01148__SLC26A/SulP__CDS,0.0
1398,cnv_depth__IBNLCO_01147__2-isopropylmalate__CDS__promoter,0.0
1397,cnv_depth__IBNLCO_01144__IBNLCO_01144__gene__promoter,0.0
1396,cnv_depth__IBNLCO_01143__IBNLCO_01143__gene,0.0
1395,cnv_depth__IBNLCO_01143__IBNLCO_01143__gene__promoter,0.0
1394,cnv_depth__IBNLCO_01140__IBNLCO_01140__gene__promoter,0.0
1436,cnv_depth__IBNLCO_01200__IBNLCO_01200__gene,0.0
1392,cnv_depth__IBNLCO_01140__Transmembrane__CDS,0.0
1390,cnv_depth__IBNLCO_01135__IBNLCO_01135__gene__promoter,0.0
1389,cnv_depth__IBNLCO_01135__hypothetical__CDS,0.0
1388,cnv_depth__IBNLCO_01134__tetR__gene__promoter,0.0
1387,cnv_depth__IBNLCO_01132__SDR__CDS,0.0
1386,cnv_depth__IBNLCO_01131__Undecaprenyl__CDS,0.0
1385,cnv_depth__IBNLCO_01130__Citrate-proton__CDS,0.0
1384,cnv_depth__IBNLCO_01130__citH__gene__promoter,0.0
1383,cnv_depth__IBNLCO_01129__gnl|Bakta|IBNLCO_01129__CDS,0.0
1382,cnv_depth__IBNLCO_01129__IBNLCO_01129__gene__promoter,0.0
1381,cnv_depth__IBNLCO_01128__Transmembrane__CDS,0.0
1380,cnv_depth__IBNLCO_01128__IBNLCO_01128__gene__promoter,0.0
1379,cnv_depth__IBNLCO_01127__IBNLCO_01127__gene,0.0
1393,cnv_depth__IBNLCO_01141__RNA__CDS,0.0
1435,cnv_depth__IBNLCO_01198__IBNLCO_01198__gene,0.0
1434,cnv_depth__IBNLCO_01198__IBNLCO_01198__gene__promoter,0.0
1433,cnv_depth__IBNLCO_01192__IBNLCO_01192__gene__promoter,0.0
1432,cnv_depth__IBNLCO_01191__IBNLCO_01191__gene,0.0
1431,cnv_depth__IBNLCO_01187__IBNLCO_01187__gene,0.0
1430,cnv_depth__IBNLCO_01187__IBNLCO_01187__gene__promoter,0.0
1429,cnv_depth__IBNLCO_01185__IBNLCO_01185__gene__promoter,0.0
1428,cnv_depth__IBNLCO_01181__IBNLCO_01181__gene,0.0
1427,cnv_depth__IBNLCO_01180__IBNLCO_01180__gene__promoter,0.0
1426,cnv_depth__IBNLCO_01180__Acyl-CoA__CDS,0.0
1425,cnv_depth__IBNLCO_01179__IBNLCO_01179__gene,0.0
1424,cnv_depth__IBNLCO_01178__IBNLCO_01178__gene,0.0
1423,cnv_depth__IBNLCO_01178__IBNLCO_01178__gene__promoter,0.0
1407,cnv_depth__IBNLCO_01156__IBNLCO_01156__gene,0.0
1421,cnv_depth__IBNLCO_01175__Acyl-CoA__CDS__promoter,0.0
1420,cnv_depth__IBNLCO_01174__IBNLCO_01174__gene,0.0
1419,cnv_depth__IBNLCO_01174__IBNLCO_01174__gene__promoter,0.0
1418,cnv_depth__IBNLCO_01171__IBNLCO_01171__gene__promoter,0.0
1417,cnv_depth__IBNLCO_01170__IBNLCO_01170__gene,0.0
1416,cnv_depth__IBNLCO_01170__IBNLCO_01170__gene__promoter,0.0
1415,cnv_depth__IBNLCO_01169__NADH-quinone__CDS,0.0
1414,cnv_depth__IBNLCO_01169__IBNLCO_01169__gene__promoter,0.0
1413,cnv_depth__IBNLCO_01168__NADH-quinone__CDS,0.0
1411,cnv_depth__IBNLCO_01161__IBNLCO_01161__gene__promoter,0.0
1410,cnv_depth__IBNLCO_01160__NADH-quinone__CDS,0.0
1409,cnv_depth__IBNLCO_01159__IBNLCO_01159__gene__promoter,0.0
1408,cnv_depth__IBNLCO_01157__trnL__gene__promoter,0.0
1422,cnv_depth__IBNLCO_01176__IBNLCO_01176__gene,0.0
1573,cnv_depth__IBNLCO_01305__attH__gene__promoter,0.0
1572,cnv_depth__IBNLCO_01305__AttH__CDS,0.0
1571,cnv_depth__IBNLCO_01304__Major__CDS,0.0
1570,cnv_depth__IBNLCO_01304__IBNLCO_01304__gene__promoter,0.0
1569,cnv_depth__IBNLCO_01303__Soluble__CDS,0.0
1568,cnv_depth__IBNLCO_01303__IBNLCO_01303__gene__promoter,0.0
1567,cnv_depth__IBNLCO_01302__Hydroxyacylglutathione__CDS,0.0
1566,cnv_depth__IBNLCO_01301__IBNLCO_01301__gene__promoter,0.0
1565,cnv_depth__IBNLCO_01302__IBNLCO_01302__gene__promoter,0.0
1564,cnv_depth__IBNLCO_01300__IBNLCO_01300__gene__promoter,0.0
1563,cnv_depth__IBNLCO_01301__SAM-dependent__CDS,0.0
1562,cnv_depth__IBNLCO_01300__Ribonuclease__CDS,0.0
1491,cnv_depth__IBNLCO_01251__IBNLCO_01251__gene__promoter,0.0
1560,cnv_depth__IBNLCO_01298__UPF0060__CDS,0.0
1559,cnv_depth__IBNLCO_01298__IBNLCO_01298__gene__promoter,0.0
1558,cnv_depth__IBNLCO_01297__proP__gene__promoter,0.0
1557,cnv_depth__IBNLCO_01297__L-Proline/Glycine__CDS,0.0
1556,cnv_depth__IBNLCO_01296__GST__CDS,0.0
1555,cnv_depth__IBNLCO_01295__Serine__CDS,0.0
1554,cnv_depth__IBNLCO_01295__IBNLCO_01295__gene__promoter,0.0
1553,cnv_depth__IBNLCO_01294__hypothetical__CDS,0.0
1552,cnv_depth__IBNLCO_01294__IBNLCO_01294__gene__promoter,0.0
1551,cnv_depth__IBNLCO_01293__phospholipase__CDS,0.0
1550,cnv_depth__IBNLCO_01293__IBNLCO_01293__gene__promoter,0.0
1549,cnv_depth__IBNLCO_01292__hypothetical__CDS,0.0
1548,cnv_depth__IBNLCO_01292__IBNLCO_01292__gene__promoter,0.0
1561,cnv_depth__IBNLCO_01299__IBNLCO_01299__gene__promoter,0.0
1603,cnv_depth__IBNLCO_01333__tRNA-Pro(tgg)__tRNA,0.0
1602,cnv_depth__IBNLCO_01328__IBNLCO_01328__gene__promoter,0.0
1601,cnv_depth__IBNLCO_01327__Membrane__CDS,0.0
1599,cnv_depth__IBNLCO_01326__IBNLCO_01326__gene__promoter,0.0
1598,cnv_depth__IBNLCO_01326__Bacteriophage__CDS,0.0
1597,cnv_depth__IBNLCO_01325__gnl|Bakta|IBNLCO_01325__CDS,0.0
1596,cnv_depth__IBNLCO_01324__Polyphosphate__CDS,0.0
1595,cnv_depth__IBNLCO_01322__phoB__gene__promoter,0.0
1594,cnv_depth__IBNLCO_01319__Phosphate__CDS,0.0
1593,cnv_depth__IBNLCO_01318__Phosphate__CDS,0.0
1592,cnv_depth__IBNLCO_01317__Phosphate-binding__CDS,0.0
1591,cnv_depth__IBNLCO_01317__pstS__gene__promoter,0.0
1590,cnv_depth__IBNLCO_01316__Phosphoglucosamine__CDS,0.0
1574,cnv_depth__IBNLCO_01306__araC__gene__promoter,0.0
1588,cnv_depth__IBNLCO_01315__Dihydropteroate__CDS,0.0
1587,cnv_depth__IBNLCO_01315__IBNLCO_01315__gene__promoter,0.0
1586,cnv_depth__IBNLCO_01313__IBNLCO_01313__gene__promoter,0.0
1585,cnv_depth__IBNLCO_01312__CRM__CDS,0.0
1584,cnv_depth__IBNLCO_01311__IBNLCO_01311__gene__promoter,0.0
1583,cnv_depth__IBNLCO_01310__Transcription__CDS,0.0
1582,cnv_depth__IBNLCO_01310__greA__gene__promoter,0.0
1581,cnv_depth__IBNLCO_01309__Carbamoyl__CDS,0.0
1579,cnv_depth__IBNLCO_01308__Uncharacterized__CDS,0.0
