feature,coefficient,abs_coefficient
cnv_depth__IBNLCO_00212__IBNLCO_00212__gene,-0.10641390931737604,0.10641390931737604
cnv_depth__IBNLCO_02193__IBNLCO_02193__gene__promoter,-0.1055883204774587,0.1055883204774587
cnv_depth__IBNLCO_01544__Bacterial__CDS,-0.10538931061690207,0.10538931061690207
cnv_depth__IBNLCO_02667__dTDP-glucose__CDS__promoter,-0.10406726279351605,0.10406726279351605
cnv_depth__IBNLCO_02264__yiaJ__gene,-0.10259800601275118,0.10259800601275118
cnv_depth__IBNLCO_02736__IBNLCO_02736__gene,-0.10167753936086057,0.10167753936086057
cnv_depth__IBNLCO_00981__HTH__CDS__promoter,-0.10162095367249231,0.10162095367249231
cnv_depth__IBNLCO_04350__IBNLCO_04350__gene__promoter,-0.10153539350635134,0.10153539350635134
cnv_depth__IBNLCO_04972__IBNLCO_04972__gene,-0.10029674950405433,0.10029674950405433
cnv_depth__IBNLCO_05778__traR__gene,0.09972768073626799,0.09972768073626799
cnv_depth__unknown__unknown__regulatory.18,0.09907540923628161,0.09907540923628161
cnv_depth__IBNLCO_05124__hypothetical__CDS__promoter,-0.09898822772991614,0.09898822772991614
cnv_depth__IBNLCO_04549__YbaK/aminoacyl-tRNA__CDS__promoter,-0.09764256600969282,0.09764256600969282
cnv_depth__IBNLCO_01478__Gluconate__CDS__promoter,0.09659513221996704,0.09659513221996704
cnv_depth__IBNLCO_05022__bsaP__gene__promoter,-0.09590775517399354,0.09590775517399354
cnv_depth__IBNLCO_05832__IBNLCO_05832__gene__promoter,0.09503187815739875,0.09503187815739875
cnv_depth__IBNLCO_00565__IBNLCO_00565__gene,0.09462332807997365,0.09462332807997365
cnv_depth__IBNLCO_03987__Type__CDS__promoter,0.09457196710286206,0.09457196710286206
cnv_depth__IBNLCO_00571__IBNLCO_00571__gene,0.0944865302414496,0.0944865302414496
cnv_depth__IBNLCO_04283__IBNLCO_04283__gene,-0.09399054663373908,0.09399054663373908
cnv_depth__IBNLCO_05735__IBNLCO_05735__gene__promoter,0.0937156100463132,0.0937156100463132
cnv_depth__IBNLCO_05056__Cellulose__CDS__promoter,-0.09222324677463462,0.09222324677463462
cnv_depth__IBNLCO_03274__hypothetical__CDS,0.0918228192193336,0.0918228192193336
cnv_depth__IBNLCO_03763__fkbH__gene__promoter,-0.09174313534339401,0.09174313534339401
cnv_depth__IBNLCO_05658__IBNLCO_05658__gene__promoter,0.09137127032439041,0.09137127032439041
cnv_depth__IBNLCO_02692__IBNLCO_02692__gene,-0.0911277103382504,0.0911277103382504
cnv_depth__IBNLCO_01873__Iron__CDS__promoter,-0.09034193919736473,0.09034193919736473
cnv_depth__IBNLCO_02268__Burkholderia__ncRNA,0.09020646256229933,0.09020646256229933
cnv_depth__IBNLCO_02463__IBNLCO_02463__gene__promoter,-0.08911748565725691,0.08911748565725691
cnv_depth__IBNLCO_01301__IBNLCO_01301__gene__promoter,-0.08640216761816127,0.08640216761816127
cnv_depth__IBNLCO_02078__DUF1993__CDS__promoter,0.08557582876809709,0.08557582876809709
